THANKSGIVING	B-ACONTECIMENTO
de	O
John	B-PESSOA
Major	I-PESSOA
?	O
Quem	O
é	O
Boris	B-PESSOA
Becker	I-PESSOA
?	O
Em	O
que	O
filme	O
de	O
Kevin	B-PESSOA
Reynolds	I-PESSOA
actuou	O
Kevin	B-PESSOA
Costner	I-PESSOA
?	O
Onde	O
se	O
realizaram	O
os	O
Jogos	B-ACONTECIMENTO
Olímpicos	I-ACONTECIMENTO
de	B-TEMPO
1993	I-TEMPO
?	O
Que	O
tipo	O
de	O
bombas	O
foram	O
usadas	O
pelo	O
IRA	B-PESSOA
no	O
ataque	O
a	O
Heathrow	B-LOCAL
em	B-TEMPO
1994	I-TEMPO
?	O
O	O
que	O
é	O
um	O
Chinook	B-COISA
?	O
Quem	O
é	O
o	O
presidente	B-PESSOA
do	I-PESSOA
Egipto	I-PESSOA
?	O
Onde	O
morreu	O
Kurt	B-PESSOA
Cobain	I-PESSOA
?	O
Quantos	O
telespectadores	O
seguiram	O
a	O
final	O
do	O
Campeonato	B-ACONTECIMENTO
do	I-ACONTECIMENTO
Mundo	I-ACONTECIMENTO
de	I-ACONTECIMENTO
Futebol	I-ACONTECIMENTO
de	B-TEMPO
1994	I-TEMPO
?	O
O	O
que	O
é	O
o	O
KMT	B-ABSTRACCAO
?	O
Que	O
cromossoma	O
está	O
na	O
origem	O
do	O
mongolismo	O
?	O
Quem	O
era	O
presidente	B-PESSOA
da	I-PESSOA
Chechénia	I-PESSOA
em	B-TEMPO
1994	I-TEMPO
?	O
Quem	O
foi	O
o	O
primeiro	O
homem	O
na	O
Lua	B-LOCAL
?	O
A	O
que	O
partido	O
pertence	O
Mahfoudh	B-PESSOA
Nahnah	I-PESSOA
?	O
Diga	O
o	O
nome	O
de	O
um	O
filme	O
realizado	O
por	O
Claude	B-PESSOA
Lanzmann	I-PESSOA
?	O
Onde	O
fica	O
a	O
cidadezinha	O
de	O
Neftegorsk	B-LOCAL
?	O
De	O
que	O
grupo	O
é	O
presidente	O
Claude	B-PESSOA
Bébéar	I-PESSOA
?	O
Quem	O
é	O
Jacques	B-PESSOA
Diouf	I-PESSOA
?	O
O	O
que	O
significa	O
NLW	B-ABSTRACCAO
?	O
O	O
que	O
é	O
a	O
Parceria	O
para	O
a	O
Paz	O
?	O
A	O
que	O
partido	O
pertence	O
Petru	B-PESSOA
Luchinski	I-PESSOA
?	O
Que	O
festival	O
de	O
cinema	O
atribui	O
o	O
"	O
Urso	B-OUTRO
de	I-OUTRO
Ouro	I-OUTRO
"	O
?	O
Quem	O
é	O
o	O
diretor	O
do	O
filme	O
"	O
Caro	B-OBRA
Diário	I-OBRA
"	O
?	O
O	O
que	O
é	O
a	O
UNHCR	B-ABSTRACCAO
?	O
Que	O
valor	O
adjudicou	O
o	O
Canadá	B-ORGANIZACAO
para	O
a	O
remoção	O
das	O
armas	O
atómicas	O
ucranianas	O
?	O
Onde	O
é	O
que	O
morreu	O
Ayrton	B-PESSOA
Senna	I-PESSOA
?	O
Em	O
que	O
país	O
foi	O
aprovada	O
uma	O
lei	O
que	O
proíbe	O
a	O
publicidade	O
ao	O
tabaco	O
?	O
Onde	O
ocorreram	O
casos	O
de	O
febre	O
aftosa	O
?	O
Quando	O
aderirão	O
à	O
  	O
União	B-ORGANIZACAO
Europeia	I-ORGANIZACAO
a	O
Áustria	B-ORGANIZACAO
,	O
a	O
Suécia	B-ORGANIZACAO
e	O
a	O
Finlândia	B-ORGANIZACAO
?	O
Que	O
estúdio	O
produziu	O
o	O
filme	O
"	O
Toy	B-OBRA
Story	I-OBRA
"	O
?	O
Qual	O
é	O
a	O
terceira	O
maior	O
cidade	O
da	O
Baviera	B-LOCAL
?	O
Quem	O
era	O
o	O
capitão	O
do	O
Ajax	B-PESSOA
em	B-TEMPO
1994	I-TEMPO
?	O
O	O
que	O
são	O
os	O
otakus	O
?	O
O	O
que	O
é	O
o	O
CD	O
-	O
i	O
?	O
Em	O
que	O
cidade	O
é	O
que	O
Nietzsche	B-PESSOA
escreveu	O
"	O
Ecce	B-OBRA
Homo	I-OBRA
"	O
?	O
Quando	O
viveu	O
Ludwig	B-PESSOA
Wittgenstein	I-PESSOA
?	O
Quem	O
foi	O
votado	O
o	O
futebolista	O
do	O
ano	O
na	O
Bélgica	B-LOCAL
em	B-TEMPO
1995	I-TEMPO
?	O
Onde	O
é	O
a	O
nova	O
sede	O
da	O
Nederlandse	B-ORGANIZACAO
Gasunie	I-ORGANIZACAO
?	O
Em	O
que	O
museu	O
foi	O
exibida	O
em	B-TEMPO
1994	I-TEMPO
uma	O
exposição	O
sobre	O
Mondriaan	B-PESSOA
?	O
Quando	O
foram	O
as	O
Antilhas	B-LOCAL
Holandesas	I-LOCAL
legalmente	O
equiparadas	O
aos	O
Países	B-LOCAL
Baixos	I-LOCAL
?	O
Descreva	O
o	O
World	B-LOCAL
Trade	I-LOCAL
Center	I-LOCAL
.	O
O	O
que	O
é	O
um	O
samovar	O
?	O
O	O
que	O
é	O
a	O
Bundesgrenzschutz	O
?	O
O	O
que	O
é	O
a	O
Generalitat	O
?	O
O	O
que	O
é	O
a	O
Iaaf	O
?	O
Quem	O
eram	O
os	O
pictos	O
?	O
O	O
que	O
era	O
o	O
Granma	O
?	O
O	O
que	O
é	O
"	O
Margarita	B-ACONTECIMENTO
e	I-ACONTECIMENTO
o	I-ACONTECIMENTO
Mestre	I-ACONTECIMENTO
"	O
?	O
O	O
que	O
é	O
Nauru	O
?	O
O	O
que	O
é	O
Roque	O
Santeiro	O
?	O
O	O
que	O
é	O
a	O
Mona	O
Lisa	O
?	O
O	O
que	O
é	O
a	O
cachupa	O
?	O
O	O
que	O
é	O
a	O
Marselhesa	O
?	O
O	O
que	O
é	O
kabuki	O
?	O
O	O
que	O
é	O
o	O
comunismo	O
gulash	O
?	O
O	O
que	O
é	O
o	O
cirílico	O
?	O
O	O
que	O
é	O
o	O
efeito	O
de	O
estufa	O
?	O
O	O
que	O
é	O
o	O
fauvismo	O
?	O
O	O
que	O
é	O
o	O
xelim	O
?	O
O	O
que	O
é	O
um	O
mujique	O
?	O
O	O
que	O
é	O
um	O
ornitorrinco	O
?	O
O	O
que	O
é	O
um	O
sátrapa	O
?	O
Que	O
sabe	O
sobre	O
o	O
aikido	O
?	O
Quem	O
foi	O
Amílcar	B-PESSOA
Cabral	I-PESSOA
?	O
Quem	O
foi	O
Qin	B-PESSOA
Shi	I-PESSOA
Huang	I-PESSOA
?	O
Que	O
país	O
foi	O
abalado	O
por	O
um	O
terramoto	O
em	B-TEMPO
Agosto	I-TEMPO
de	I-TEMPO
94	I-TEMPO
?	O
O	O
que	O
é	O
que	O
foi	O
anexado	O
após	O
a	O
Guerra	B-ACONTECIMENTO
dos	I-ACONTECIMENTO
Seis	I-ACONTECIMENTO
Dias	I-ACONTECIMENTO
?	O
Em	O
que	O
cidade	O
é	O
que	O
fica	O
o	O
Roque	B-LOCAL
Santeiro	I-LOCAL
?	O
Em	O
que	O
estado	O
fica	O
Porto	B-LOCAL
Alegre	I-LOCAL
?	O
Onde	O
fica	O
Beslan	B-LOCAL
?	O
Onde	O
fica	O
a	O
Grande	B-LOCAL
Hanish	I-LOCAL
?	O
Onde	O
fica	O
o	O
Banat	B-LOCAL
?	O
Onde	O
ganharam	O
os	O
Abba	B-PESSOA
o	O
Festival	B-ACONTECIMENTO
da	I-ACONTECIMENTO
Eurovisão	I-ACONTECIMENTO
?	O
Onde	O
naufragou	O
o	O
Marika-7	B-COISA
?	O
Onde	O
é	O
que	O
fica	O
a	O
represa	O
Ataturk	B-LOCAL
?	O
Qual	O
a	O
capital	O
do	O
Estado	B-LOCAL
Livre	I-LOCAL
de	I-LOCAL
Orange	I-LOCAL
?	O
Qual	O
é	O
a	O
cidade	O
santa	O
xiita	O
?	O
Que	O
país	O
tomou	O
a	O
Grande	B-LOCAL
Hanish	I-LOCAL
?	O
Onde	O
foi	O
apunhalado	O
Naguib	B-PESSOA
Mahfouz	I-PESSOA
?	O
Em	O
quanto	O
é	O
que	O
foi	O
multado	O
John	B-PESSOA
Fashanu	I-PESSOA
?	O
Em	O
que	O
lugar	O
ficou	O
Paulo	B-PESSOA
de	I-PESSOA
Carvalho	I-PESSOA
no	O
Festival	B-ACONTECIMENTO
da	I-ACONTECIMENTO
Eurovisão	I-ACONTECIMENTO
?	O
Qual	O
é	O
a	O
duração	O
do	O
filme	O
"	O
Heimat	B-OBRA
"	O
?	O
Qual	O
é	O
a	O
área	O
do	O
Oceano	B-LOCAL
Pacífico	I-LOCAL
?	O
Qual	O
é	O
o	O
recorde	O
mundial	O
do	O
salto	O
em	O
altura	O
?	O
Quanta	O
cerveja	O
bebe	O
um	O
brasileiro	O
anualmente	B-TEMPO
?	O
Quanto	O
mede	O
Sergei	B-PESSOA
Yuran	I-PESSOA
?	O
Quanto	O
pesa	O
Romário	B-PESSOA
?	O
Quantos	O
estados	O
tem	O
o	O
Brasil	B-LOCAL
?	O
Quantos	O
é	O
que	O
eram	O
os	O
Beatles	B-PESSOA
?	O
Que	O
percentagem	O
da	O
população	O
do	O
Québec	B-LOCAL
fala	O
francês	O
?	O
Que	O
população	O
tem	O
Amiens	B-LOCAL
?	O
A	O
que	O
dinastia	O
pertencia	O
Gengis	B-PESSOA
Khan	I-PESSOA
?	O
Como	O
se	O
chama	O
a	O
companhia	O
ferroviária	O
francesa	O
?	O
A	O
quem	O
foi	O
conquistada	O
Lisboa	B-LOCAL
em	B-TEMPO
1147	I-TEMPO
?	O
Contra	O
que	O
clube	O
jogou	O
o	O
Marítimo	B-PESSOA
a	B-TEMPO
2	I-TEMPO
de	I-TEMPO
Abril	I-TEMPO
de	I-TEMPO
1995	I-TEMPO
?	O
De	O
que	O
equipa	O
é	O
treinador	O
Johann	B-PESSOA
Cruyff	I-PESSOA
?	O
De	O
que	O
selecção	O
é	O
Ravelli	B-PESSOA
é	O
o	O
guarda	O
-	O
redes	O
?	O
Quem	O
foram	O
os	O
adversários	O
do	O
Boavista	B-PESSOA
na	O
Taça	B-ACONTECIMENTO
UEFA	I-ACONTECIMENTO
de	B-TEMPO
1994	I-TEMPO
?	O
Diga	O
um	O
jornal	O
norueguês	O
.	O
Onde	O
trabalha	O
José	B-PESSOA
Rodrigues	I-PESSOA
Filho	I-PESSOA
?	O
Que	O
povo	O
foi	O
convertido	O
Ã	O
  	O
ortodoxia	O
durante	O
a	O
Idade	B-OUTRO
Média	I-OUTRO
?	O
Que	O
hospital	O
fica	O
em	O
Matosinhos	B-LOCAL
?	O
Ravelli	B-PESSOA
é	O
o	O
goleiro	O
de	O
que	O
seleção	O
?	O
Qual	O
o	O
actual	O
nome	O
do	O
Ceilão	B-LOCAL
?	O
Que	O
competição	O
se	O
realizou	O
pela	O
primeira	O
vez	O
em	B-TEMPO
1896	I-TEMPO
?	O
Qual	O
foi	O
o	O
resultado	O
do	O
Itália	B-PESSOA
-	O
Nigéria	B-PESSOA
no	O
Campeonato	B-ACONTECIMENTO
do	I-ACONTECIMENTO
Mundo	I-ACONTECIMENTO
de	B-TEMPO
1994	I-TEMPO
?	O
Em	O
que	O
desporto	O
é	O
Torneio	B-ACONTECIMENTO
das	I-ACONTECIMENTO
Cinco	I-ACONTECIMENTO
Nações	I-ACONTECIMENTO
?	O
Em	O
que	O
língua	O
está	O
escrito	O
o	O
Alcorão	B-OBRA
?	O
Em	O
que	O
telenovela	O
aparece	O
o	O
prefeito	O
Odorico	B-PESSOA
?	O
Diga	O
um	O
livro	O
de	O
Júlio	B-PESSOA
Verne	I-PESSOA
.	O
Que	O
edifício	O
foi	O
erigido	O
no	B-TEMPO
século	I-TEMPO
12	I-TEMPO
?	O
Que	O
guerra	O
durou	O
de	B-TEMPO
1865	I-TEMPO
a	I-TEMPO
1870	I-TEMPO
?	O
Para	O
que	O
instrumento	O
são	O
os	O
concertos	O
de	O
Chopin	B-PESSOA
?	O
Qual	O
a	O
língua	O
mais	O
falada	O
no	O
Québec	B-LOCAL
?	O
Qual	O
a	O
nacionalidade	O
de	O
Geoffrey	B-PESSOA
Oryema	I-PESSOA
?	O
Qual	O
a	O
religião	O
oficial	O
da	O
Tailândia	B-LOCAL
?	O
Qual	O
é	O
o	O
planeta	O
vermelho	O
?	O
Que	O
corpo	O
celeste	O
é	O
Toutatis	B-COISA
?	O
Que	O
ensina	O
Vital	B-PESSOA
do	I-PESSOA
Rego	I-PESSOA
?	O
Quem	O
venceu	O
o	O
open	O
da	O
Austrália	B-LOCAL
em	B-TEMPO
1995	I-TEMPO
?	O
De	O
quem	O
é	O
"	O
O	B-OBRA
Capital	I-OBRA
"	O
?	O
Diga	O
um	O
jogador	O
francês	O
do	O
Manchester	B-PESSOA
United	I-PESSOA
.	O
Quem	O
salvou	O
judeus	O
durante	O
a	O
Segunda	B-ACONTECIMENTO
Guerra	I-ACONTECIMENTO
Mundial	I-ACONTECIMENTO
?	O
Diga	O
um	O
escritor	O
chinês	O
.	O
Diga	O
um	O
Herói	B-OUTRO
da	I-OUTRO
União	I-OUTRO
Soviética	I-OUTRO
.	O
Mencione	O
um	O
membro	O
da	O
Academia	B-ORGANIZACAO
Francesa	I-ORGANIZACAO
.	O
Quem	O
foi	O
presidente	B-PESSOA
da	I-PESSOA
Suíça	I-PESSOA
no	B-TEMPO
ano	I-TEMPO
de	I-TEMPO
1995	I-TEMPO
?	O
Quem	O
criou	O
Spirou	B-COISA
?	O
Quem	O
escreveu	O
"	O
A	B-OBRA
Capital	I-OBRA
"	O
?	O
Quem	O
escreveu	O
"	O
O	B-OBRA
Idiota	I-OBRA
"	O
?	O
Quem	O
é	O
"	O
Toninho	B-PESSOA
Malvadeza	I-PESSOA
"	O
?	O
Quem	O
é	O
o	O
sogro	O
de	O
Mohammad	B-PESSOA
Khalifa	I-PESSOA
?	O
Quem	O
é	O
que	O
escreveu	O
"	O
Os	B-OBRA
Persas	I-OBRA
"	O
?	O
Desde	O
quando	O
é	O
Portugal	B-ORGANIZACAO
uma	O
república	O
?	O
Quando	O
houve	O
uma	O
erupção	O
do	O
Vesúvio	B-LOCAL
?	O
Quando	O
reinou	O
Isabel	B-PESSOA
I	I-PESSOA
?	O
Quando	O
teve	O
lugar	O
a	O
primeira	O
edição	O
da	O
Taça	B-ACONTECIMENTO
Davis	I-ACONTECIMENTO
?	O
Quando	O
viveu	O
Franz	B-PESSOA
Liszt	I-PESSOA
?	O
Quando	O
é	O
que	O
Cleópatra	B-PESSOA
se	O
suicidou	O
?	O
Quando	O
é	O
que	O
a	O
URSS	B-ORGANIZACAO
invadiu	O
a	O
Manchúria	B-LOCAL
?	O
Quantas	O
pessoas	O
tiverem	O
que	O
abandonar	O
as	O
sus	O
casas	O
durante	O
as	O
cheias	O
de	B-TEMPO
1995	I-TEMPO
na	O
Holanda	B-LOCAL
?	O
Que	O
percentagem	O
da	O
Holanda	B-LOCAL
está	O
abaixo	O
do	O
nível	O
do	O
mar	O
?	O
Que	O
altura	O
atingiram	O
as	O
águas	O
em	O
Lobith	B-LOCAL
durante	O
as	O
cheias	O
?	O
Quem	O
era	O
o	O
primeiro	O
-	O
ministro	O
holandês	O
na	O
altura	O
?	O
Quais	O
os	O
nomes	O
completos	O
de	O
Flanders	B-PESSOA
e	O
Swann	B-PESSOA
?	O
Em	O
que	O
ano	O
é	O
que	O
eles	O
se	O
tornaram	O
famosos	O
?	O
Em	O
que	O
línguas	O
é	O
que	O
Flanders	B-PESSOA
e	O
Swann	B-PESSOA
cantavam	O
?	O
Em	O
que	O
ano	O
morreu	O
Flanders	B-PESSOA
?	O
No	O
duo	O
"	O
Flanders	B-PESSOA
e	I-PESSOA
Swann	I-PESSOA
"	O
,	O
que	O
instrumento	O
tocava	O
Swann	B-PESSOA
?	O
Em	O
que	O
país	O
é	O
que	O
Swann	B-PESSOA
nasceu	O
?	O
Em	O
que	O
cidade	O
morreu	O
Swann	B-PESSOA
?	O
Como	O
se	O
chamava	O
a	O
mulher	O
de	O
Swann	B-PESSOA
?	O
De	O
que	O
país	O
é	O
que	O
Pierre	B-PESSOA
Beregovoy	I-PESSOA
era	O
primeiro	O
-	O
ministro	O
?	O
Em	O
que	O
ano	O
é	O
que	O
Beregovoy	B-PESSOA
se	O
suicidou	O
?	O
A	O
que	O
partido	O
político	O
pertencia	O
?	O
Quantos	O
fogos	O
florestais	O
ocorreram	O
perto	O
de	O
Sydney	B-LOCAL
em	B-TEMPO
Janeiro	I-TEMPO
de	I-TEMPO
1994	I-TEMPO
?	O
Quantas	O
casas	O
foram	O
destruídas	O
nos	O
subúrbios	O
de	O
Sydney	B-LOCAL
?	O
Que	O
área	O
de	O
prados	O
e	O
florestas	O
ardeu	O
na	O
Nova	B-LOCAL
Gales	I-LOCAL
do	I-LOCAL
Sul	I-LOCAL
?	O
Qual	O
a	O
velocidade	O
do	O
vento	O
durante	O
os	O
incêndios	O
?	O
Como	O
se	O
chamava	O
a	O
barcaça	O
que	O
afundou	O
em	O
Porto	B-LOCAL
Rico	I-LOCAL
a	B-TEMPO
7	I-TEMPO
de	I-TEMPO
Janeiro	I-TEMPO
de	I-TEMPO
1994	I-TEMPO
?	O
Em	O
que	O
é	O
que	O
a	O
barcaça	O
bateu	O
?	O
Que	O
quantidade	O
de	O
óleo	O
para	O
aquecimento	O
foi	O
derramada	O
na	O
água	O
?	O
Quantas	O
milhas	O
de	O
praia	O
tem	O
Porto	B-LOCAL
Rico	I-LOCAL
?	O
O	O
que	O
é	O
o	O
Síndroma	B-ABSTRACCAO
da	I-ABSTRACCAO
Guerra	I-ABSTRACCAO
do	I-ABSTRACCAO
Golfo	I-ABSTRACCAO
?	O
Quantas	O
pessoas	O
é	O
que	O
afectou	O
?	O
A	O
que	O
horas	O
é	O
que	O
caiu	O
o	O
telhado	O
do	O
supermercado	O
Casino	B-LOCAL
em	O
Nice	B-LOCAL
?	O
De	O
que	O
material	O
era	O
feito	O
o	O
telhado	O
do	O
supermercado	O
?	O
Quantas	O
pessoas	O
morreram	O
no	O
acidente	O
?	O
Em	O
que	O
país	O
ficava	O
o	O
supermercado	O
?	O
Quando	O
é	O
que	O
foram	O
ordenadas	O
as	O
primeiras	O
mulheres	O
pela	O
Igreja	B-ORGANIZACAO
de	O
Inglaterra	B-LOCAL
?	O
Quantas	O
mulheres	O
foram	O
ordenadas	O
?	O
Quem	O
é	O
que	O
era	O
então	O
Arcebispo	B-PESSOA
de	O
Cantuária	B-LOCAL
?	O
Em	O
que	O
catedral	O
é	O
que	O
se	O
realizaram	O
as	O
ordenações	O
?	O
Diga	O
marcas	O
de	O
azeite	O
.	O
Diga	O
países	O
onde	O
se	O
produz	O
azeite	O
.	O
Que	O
quantidade	O
de	O
azeite	O
foi	O
importada	O
pelos	O
Estados	B-PESSOA
Unidos	I-PESSOA
em	B-TEMPO
1994	I-TEMPO
?	O
Quantas	O
variedades	O
de	O
azeitona	O
são	O
utilizadas	O
para	O
fazer	O
azeite	O
?	O
De	O
que	O
grupo	O
faz	O
parte	O
a	O
Skoda	B-ORGANIZACAO
?	O
Que	O
tipo	O
de	O
Skoda	B-COISA
tinha	O
o	O
motor	O
à	O
retaguarda	O
?	O
Em	O
que	O
país	O
se	O
produzem	O
os	O
Skodas	B-COISA
?	O
Em	O
que	O
século	O
foi	O
fundada	O
a	O
Skoda	B-ORGANIZACAO
?	O
O	O
que	O
é	O
que	O
Alister	B-PESSOA
McRae	I-PESSOA
faz	O
?	O
De	O
onde	O
é	O
que	O
ele	O
é	O
?	O
Que	O
idade	O
é	O
que	O
ele	O
tinha	O
em	B-TEMPO
1995	I-TEMPO
?	O
Em	O
que	O
tipo	O
de	O
carro	O
é	O
que	O
Alister	B-PESSOA
McRae	I-PESSOA
competiu	O
no	O
Rali	B-ACONTECIMENTO
dos	I-ACONTECIMENTO
Mil	I-ACONTECIMENTO
Lagos	I-ACONTECIMENTO
,	O
na	O
Finlândia	B-LOCAL
,	O
em	B-TEMPO
1995	I-TEMPO
?	O
Qual	O
a	O
profissão	O
de	O
Billy	B-PESSOA
Connolly	I-PESSOA
?	O
Qual	O
a	O
sua	O
nacionalidade	O
?	O
Que	O
filme	O
com	O
Connolly	B-PESSOA
ganhou	O
o	O
prémio	O
de	O
melhor	O
drama	O
nos	O
Prémios	B-ACONTECIMENTO
Bafta	I-ACONTECIMENTO
escoceses	O
em	B-TEMPO
1995	I-TEMPO
?	O
Qual	O
a	O
profissão	O
de	O
Kiri	B-PESSOA
Te	I-PESSOA
Kanawa	I-PESSOA
?	O
Para	O
que	O
companhia	O
discográfica	O
é	O
que	O
ela	O
gravou	O
La	B-OBRA
Boheme	I-OBRA
em	B-TEMPO
1994	I-TEMPO
?	O
Qual	O
a	O
profissão	O
de	O
Michael	B-PESSOA
Barrymore	I-PESSOA
?	O
Diga	O
um	O
programa	O
de	O
televisão	O
apresentado	O
por	O
Michael	B-PESSOA
Barrymore	I-PESSOA
.	O
Quanto	O
tempo	O
é	O
que	O
durou	O
o	O
casamento	O
dele	O
?	O
Como	O
é	O
que	O
se	O
chamava	O
a	O
mulher	O
dele	O
?	O
Qual	O
a	O
profissão	O
de	O
John	B-PESSOA
Barbirolli	I-PESSOA
?	O
Quem	O
foi	O
o	O
solista	O
de	O
violoncelo	O
no	O
"	O
Concerto	B-OBRA
para	I-OBRA
Violoncelo	I-OBRA
"	O
de	O
Elgar	B-PESSOA
que	O
ele	O
gravou	O
em	B-TEMPO
1965	I-TEMPO
?	O
Diga	O
uma	O
orquestra	O
de	O
Manchester	B-LOCAL
que	O
Barbirolli	B-PESSOA
tenha	O
dirigido	O
.	O
Diga	O
uma	O
orquestra	O
americana	O
dirigida	O
por	O
Barbirolli	B-PESSOA
.	O
Em	O
que	O
país	O
do	O
Reino	B-LOCAL
Unido	I-LOCAL
fica	O
Perth	B-LOCAL
?	O
Que	O
rua	O
é	O
conhecida	O
como	O
a	O
\"Milha	O
motorizada	O
de	O
Perth\	O
"	O
?	O
Diga	O
empresas	O
de	O
Perth	B-LOCAL
.	O
Diga	O
um	O
rio	O
que	O
banhe	O
Perth	B-LOCAL
.	O
Quantos	O
locais	O
pertencem	O
ao	O
sistema	O
de	O
Parques	B-OBRA
Nacionais	I-OBRA
dos	O
Estados	B-LOCAL
Unidos	I-LOCAL
?	O
Quantos	O
acres	O
têm	O
os	O
parques	O
nacionais	O
no	O
seu	O
conjunto	O
?	O
Qual	O
foi	O
o	O
primeiro	O
parque	O
?	O
Diga	O
os	O
dois	O
parques	O
criados	O
a	B-TEMPO
31	I-TEMPO
de	I-TEMPO
Outubro	I-TEMPO
de	I-TEMPO
1994	I-TEMPO
.	O
Que	O
espécie	O
de	O
animal	O
é	O
que	O
Victor	B-PESSOA
Bernal	I-PESSOA
tentou	O
comprar	O
a	B-TEMPO
25	I-TEMPO
de	I-TEMPO
Janeiro	I-TEMPO
de	I-TEMPO
1993	I-TEMPO
?	O
Em	O
que	O
tipo	O
de	O
avião	O
estava	O
o	O
animal	O
?	O
Quem	O
estava	O
a	O
fazer	O
-	O
se	O
passar	O
pelo	O
animal	O
?	O
Em	O
quanto	O
foi	O
Bernal	B-PESSOA
multado	O
?	O
Que	O
oceano	O
é	O
que	O
Steve	B-PESSOA
Fosset	I-PESSOA
tentou	O
atravessar	O
em	O
balão	O
em	B-TEMPO
Fevereiro	I-TEMPO
de	I-TEMPO
1995	I-TEMPO
?	O
Que	O
idade	O
é	O
que	O
ele	O
tinha	O
na	O
altura	O
?	O
O	O
que	O
é	O
que	O
ele	O
fazia	O
?	O
Que	O
distância	O
é	O
que	O
Richard	B-PESSOA
Branson	I-PESSOA
viajou	O
em	O
balão	O
em	B-TEMPO
1991	I-TEMPO
?	O
Em	O
que	O
aeroporto	O
é	O
que	O
Carol	B-PESSOA
Ann	I-PESSOA
Timmel	I-PESSOA
perdeu	O
o	O
seu	O
gato	O
?	O
Como	O
é	O
que	O
se	O
chamava	O
o	O
gato	O
?	O
Em	O
que	O
tipo	O
de	O
avião	O
é	O
que	O
o	O
gato	O
foi	O
perdido	O
?	O
Quanto	O
é	O
que	O
avião	O
se	O
atrasou	O
enquanto	O
prosseguia	O
a	O
busca	O
?	O
Quem	O
nacionalizou	O
as	O
ferrovias	O
argentinas	O
em	B-TEMPO
1947	I-TEMPO
?	O
Que	O
proporção	O
das	O
linhas	O
era	O
considerada	O
insegura	O
em	B-TEMPO
1989	I-TEMPO
?	O
Quem	O
era	O
o	O
presidente	O
da	O
comissão	O
nacional	O
de	O
caminhos	O
-	O
de	O
-	O
ferro	O
argentina	O
em	B-TEMPO
1994	I-TEMPO
?	O
Quantas	O
pessoas	O
trabalhavam	O
para	O
os	O
caminhos	O
-	O
de	O
-	O
ferro	O
argentinos	O
em	B-TEMPO
1994	I-TEMPO
?	O
Onde	O
é	O
que	O
é	O
o	O
museu	O
do	O
Hermitage	B-LOCAL
?	O
Quem	O
era	O
o	O
director	O
do	O
museu	O
em	B-TEMPO
1994	I-TEMPO
?	O
Em	O
que	O
palácio	O
é	O
que	O
fica	O
o	O
museu	O
?	O
Quantos	O
quartos	O
há	O
nesse	O
palácio	O
?	O
O	O
que	O
é	O
um	O
organofostato	O
?	O
Diga	O
pesticidas	O
que	O
contenham	O
organofosfatos	O
.	O
Quantos	O
lugares	O
tem	O
um	O
carro	O
eléctrico	O
Impact	B-COISA
da	O
General	B-ORGANIZACAO
Motors	I-ORGANIZACAO
?	O
Qual	O
a	O
autonomia	O
do	O
carro	O
,	O
em	O
milhas	O
?	O
Quanto	O
tempo	O
demora	O
a	O
acelerar	O
das	B-VALOR
0	I-VALOR
às	I-VALOR
60	I-VALOR
milhas	I-VALOR
por	I-VALOR
hora	I-VALOR
?	O
Qual	O
é	O
a	O
sua	O
velocidade	O
de	O
topo	O
?	O
Como	O
se	O
chamavam	O
os	O
dois	O
navios	O
que	O
colidiram	O
no	O
Estreito	B-LOCAL
do	I-LOCAL
Bósforo	I-LOCAL
em	B-TEMPO
1994	I-TEMPO
?	O
Quantos	O
morreram	O
na	O
colisão	O
?	O
Qual	O
o	O
pavilhão	O
de	O
ambos	O
os	O
navios	O
?	O
Qual	O
o	O
comprimento	O
do	O
Estreito	B-LOCAL
do	I-LOCAL
Bósforo	I-LOCAL
?	O
Em	O
que	O
parte	O
da	O
Rússia	B-LOCAL
é	O
a	O
Catedral	B-LOCAL
de	I-LOCAL
Santa	I-LOCAL
Sofia	I-LOCAL
?	O
Quem	O
era	O
o	O
arcipreste	O
em	B-TEMPO
1995	I-TEMPO
?	O
Que	O
escocês	O
é	O
que	O
construiu	O
a	O
catedral	O
?	O
Que	O
imperatriz	O
russa	O
é	O
que	O
lhe	O
encomendou	O
a	O
construção	O
?	O
O	O
que	O
são	O
a	O
salsa	O
,	O
o	O
mambo	O
e	O
o	O
samba	O
?	O
O	O
que	O
era	O
o	O
"	O
Brilliant	B-ACONTECIMENTO
Invader	I-ACONTECIMENTO
'	I-ACONTECIMENTO
95	I-ACONTECIMENTO
