
** training sigarra **

** repeat 0 **

** fold 0 **
Indexing events using cutoff of 4

	Computing event counts...  done. 147459 events

Execution time: 55.343 seconds

real	0m55.514s
user	0m59.288s
sys	0m0.348s

** fold 2 **
Indexing events using cutoff of 4

	Computing event counts...  done. 146529 events
	Indexing...  done.
Sorting and merging events... done. Reduced 146529 events to 116821.
Done indexing.
Incorporating indexed data for training...  
done.
	Number of Event Tokens: 116821
	    Number of Outcomes: 17
	  Number of Predicates: 55953
...done.
Computing model parameters ...
Performing 170 iterations.
  1:  ... loglikelihood=-415147.9180900786	0.780978509373571
  2:  ... loglikelihood=-121095.28508992586	0.8020118884316415
  3:  ... loglikelihood=-76324.90890294747	0.8818390898729944
  4:  ... loglikelihood=-56047.83213264668	0.9256188194828328
  5:  ... loglikelihood=-44637.28370813456	0.9464542854997987
  6:  ... loglikelihood=-37397.21428667502	0.9581652778630851
  7:  ... loglikelihood=-32405.568571144955	0.9655017095591999
  8:  ... loglikelihood=-28750.214177778544	0.9702720963085806
  9:  ... loglikelihood=-25950.567548661827	0.9736024950692355
 10:  ... loglikelihood=-23731.696286765513	0.9762163121293396
 11:  ... loglikelihood=-21925.462129278745	0.978393355581489
 12:  ... loglikelihood=-20423.308632304186	0.9801131516628108
 13:  ... loglikelihood=-19151.99114979744	0.9816828068163981
 14:  ... loglikelihood=-18060.274911120356	0.9828020391867821
 15:  ... loglikelihood=-17111.227548880717	0.9840509387220278
 16:  ... loglikelihood=-16277.538302144152	0.9848562400616943
 17:  ... loglikelihood=-15538.561739778184	0.9855591725869964
 18:  ... loglikelihood=-14878.387968061157	0.986180210060807
 19:  ... loglikelihood=-14284.546843124188	0.9867261770707505
 20:  ... loglikelihood=-13747.116379234561	0.9871765998539538
 21:  ... loglikelihood=-13258.095884534403	0.9877498652143945
 22:  ... loglikelihood=-12810.956533528524	0.9881456912966035
 23:  ... loglikelihood=-12400.313373853547	0.9885688157293095
 24:  ... loglikelihood=-12021.68207751697	0.9889578172238942
 25:  ... loglikelihood=-11671.29589262975	0.9892853974298603
 26:  ... loglikelihood=-11345.96602918491	0.9895720301100805
 27:  ... loglikelihood=-11042.973816283682	0.9898518382026766
 28:  ... loglikelihood=-10759.986405290461	0.9902135413467641
 29:  ... loglikelihood=-10494.990150902622	0.99044557732599
 30:  ... loglikelihood=-10246.237434951772	0.9906912624804646
 31:  ... loglikelihood=-10012.203836523004	0.9908550525834476
 32:  ... loglikelihood=-9791.553353665358	0.991121211500795
 33:  ... loglikelihood=-9583.109953674537	0.9912508786656566
 34:  ... loglikelihood=-9385.834142528422	0.9913737212428939
 35:  ... loglikelihood=-9198.803547451967	0.991517037583004
 36:  ... loglikelihood=-9021.196731942007	0.9916944768612357
 37:  ... loglikelihood=-8852.279631940763	0.9918446177889702
 38:  ... loglikelihood=-8691.394130543042	0.9919947587167045
 39:  ... loglikelihood=-8537.948387463246	0.9920971275310689
 40:  ... loglikelihood=-8391.408616131182	0.9922267946959304
 41:  ... loglikelihood=-8251.292061183482	0.9923905847989135
 42:  ... loglikelihood=-8117.160976260735	0.9925270765513994
 43:  ... loglikelihood=-7988.617439314811	0.9926157961905152
 44:  ... loglikelihood=-7865.298872301401	0.9927113404172553
 45:  ... loglikelihood=-7746.874155839918	0.9927659371182497
 46:  ... loglikelihood=-7633.040248472839	0.992888779695487
 47:  ... loglikelihood=-7523.519235528142	0.9929638501593541
 48:  ... loglikelihood=-7418.055745078499	0.9930184468603485
 49:  ... loglikelihood=-7316.414678664977	0.9931549386128343
 50:  ... loglikelihood=-7218.379212811684	0.9932095353138286
 51:  ... loglikelihood=-7123.749034229302	0.9932436582519502
 52:  ... loglikelihood=-7032.338777305379	0.9933937991796846
 53:  ... loglikelihood=-6943.976637206086	0.9935234663445461
 54:  ... loglikelihood=-6858.503135862716	0.993591712220789
 55:  ... loglikelihood=-6775.770021420815	0.9936872564475292
 56:  ... loglikelihood=-6695.639284506676	0.9937759760866449
 57:  ... loglikelihood=-6617.982276999028	0.9938851694886337
 58:  ... loglikelihood=-6542.678920980342	0.9939602399525008
 59:  ... loglikelihood=-6469.616997205864	0.9940011874782466
 60:  ... loglikelihood=-6398.691503860539	0.9940694333544896
 61:  ... loglikelihood=-6329.8040775804975	0.9941308546431082
 62:  ... loglikelihood=-6262.862469757381	0.9941991005193511
 63:  ... loglikelihood=-6197.7800720236855	0.9942332234574726
 64:  ... loglikelihood=-6134.475485586799	0.9942809955708426
 65:  ... loglikelihood=-6072.872129728395	0.9943014693337155
 66:  ... loglikelihood=-6012.897885356586	0.9943901889728313
 67:  ... loglikelihood=-5954.484769982723	0.9944447856738257
 68:  ... loglikelihood=-5897.568640924927	0.99449938237482
 69:  ... loglikelihood=-5842.088923904732	0.9945471544881901
 70:  ... loglikelihood=-5787.9883645258315	0.9945949266015601
 71:  ... loglikelihood=-5735.212800406223	0.9946495233025544
 72:  ... loglikelihood=-5683.710951980514	0.994683646240676
 73:  ... loglikelihood=-5633.43423020084	0.9947245937664216
 74:  ... loglikelihood=-5584.336559561607	0.9947928396426646
 75:  ... loglikelihood=-5536.3742150321	0.9948474363436589
 76:  ... loglikelihood=-5489.505671634474	0.9948883838694047
 77:  ... loglikelihood=-5443.691465531667	0.9949156822199019
 78:  ... loglikelihood=-5398.894065604503	0.994942980570399
 79:  ... loglikelihood=-5355.077754602836	0.9949634543332719
 80:  ... loglikelihood=-5312.208519041712	0.9949975772713934
 81:  ... loglikelihood=-5270.253947098985	0.9950385247971392
 82:  ... loglikelihood=-5229.183133838628	0.9950658231476363
 83:  ... loglikelihood=-5188.966593152155	0.9950862969105092
 84:  ... loglikelihood=-5149.576175864112	0.9951204198486306
 85:  ... loglikelihood=-5110.9849935033335	0.9951272444362549
 86:  ... loglikelihood=-5073.16734728261	0.995175016549625
 87:  ... loglikelihood=-5036.098661876643	0.9952364378382437
 88:  ... loglikelihood=-4999.755423619417	0.9952569116011165
 89:  ... loglikelihood=-4964.115122780292	0.9952773853639894
 90:  ... loglikelihood=-4929.1561996057	0.9953046837144865
 91:  ... loglikelihood=-4894.857993841328	0.9953115083021108
 92:  ... loglikelihood=-4861.2006974730775	0.9953456312402323
 93:  ... loglikelihood=-4828.165310450139	0.9953661050031052
 94:  ... loglikelihood=-4795.733599169268	0.9953729295907294
 95:  ... loglikelihood=-4763.888057522469	0.9953934033536024
 96:  ... loglikelihood=-4732.611870321508	0.9954343508793481
 97:  ... loglikelihood=-4701.888878933705	0.9954616492298453
 98:  ... loglikelihood=-4671.703548969601	0.9955094213432153
 99:  ... loglikelihood=-4642.040939884427	0.9955094213432153
100:  ... loglikelihood=-4612.886676357712	0.9955230705184639
101:  ... loglikelihood=-4584.226921331745	0.9955640180442097
102:  ... loglikelihood=-4556.048350597523	0.9955776672194583
103:  ... loglikelihood=-4528.33812882304	0.9955981409823311
104:  ... loglikelihood=-4501.083886930217	0.9956322639204526
105:  ... loglikelihood=-4474.273700731159	0.9956459130957012
106:  ... loglikelihood=-4447.896070742637	0.9956663868585741
107:  ... loglikelihood=-4421.939903102723	0.9957005097966956
108:  ... loglikelihood=-4396.3944915192815	0.9957005097966956
109:  ... loglikelihood=-4371.24950018646	0.9957209835595684
110:  ... loglikelihood=-4346.494947606592	0.9957414573224412
111:  ... loglikelihood=-4322.121191263843	0.9957482819100656
112:  ... loglikelihood=-4298.118913095952	0.9957551064976898
113:  ... loglikelihood=-4274.479105715153	0.9957755802605628
114:  ... loglikelihood=-4251.193059335379	0.9957960540234356
115:  ... loglikelihood=-4228.252349360481	0.9958301769615571
116:  ... loglikelihood=-4205.648824597588	0.9958574753120543
117:  ... loglikelihood=-4183.374596056154	0.9958847736625515
118:  ... loglikelihood=-4161.422026300507	0.9959052474254243
119:  ... loglikelihood=-4139.783719323314	0.9959120720130487
120:  ... loglikelihood=-4118.452510910199	0.9959188966006729
121:  ... loglikelihood=-4097.421459467714	0.9959393703635457
122:  ... loglikelihood=-4076.683837289131	0.9959530195387943
123:  ... loglikelihood=-4056.2331222324533	0.9959530195387943
124:  ... loglikelihood=-4036.0629897895165	0.9959598441264187
125:  ... loglikelihood=-4016.1673055233605	0.9959803178892915
126:  ... loglikelihood=-3996.5401178545953	0.9960280900026616
127:  ... loglikelihood=-3977.17565117808	0.9960349145902859
128:  ... loglikelihood=-3958.068299291442	0.9960553883531588
129:  ... loglikelihood=-3939.21261911977	0.996082686703656
130:  ... loglikelihood=-3920.603324720506	0.9961099850541532
131:  ... loglikelihood=-3902.235281554074	0.9961372834046502
132:  ... loglikelihood=-3884.103501006191	0.9961645817551474
133:  ... loglikelihood=-3866.203135149213	0.9961987046932689
134:  ... loglikelihood=-3848.529471730613	0.9962328276313904
135:  ... loglikelihood=-3831.0779293758496	0.9962464768066389
136:  ... loglikelihood=-3813.8440529969726	0.9962737751571361
137:  ... loglikelihood=-3796.8235093942144	0.9963010735076333
138:  ... loglikelihood=-3780.012083043733	0.9963010735076333
139:  ... loglikelihood=-3763.405672059487	0.9963420210333791
140:  ... loglikelihood=-3747.0002843233583	0.9963829685591248
141:  ... loglikelihood=-3730.7920337736623	0.9963966177343734
142:  ... loglikelihood=-3714.7771368453527	0.996410266909622
143:  ... loglikelihood=-3698.9519090539666	0.9964307406724948
144:  ... loglikelihood=-3683.312761717386	0.9964307406724948
145:  ... loglikelihood=-3667.8561988082242	0.9964512144353678
146:  ... loglikelihood=-3652.5788139306815	0.9964512144353678
147:  ... loglikelihood=-3637.477287417546	0.9964716881982406
148:  ... loglikelihood=-3622.5483835387076	0.9964853373734892
149:  ... loglikelihood=-3607.7889478202565	0.9965126357239864
150:  ... loglikelihood=-3593.195904465231	0.996526284899235
151:  ... loglikelihood=-3578.766253873947	0.9965467586621078
152:  ... loglikelihood=-3564.497070258805	0.9965467586621078
153:  ... loglikelihood=-3550.3854993485274	0.9965535832497321
154:  ... loglikelihood=-3536.4287561790593	0.9965535832497321
155:  ... loglikelihood=-3522.624122966852	0.996574057012605
156:  ... loglikelihood=-3508.968947060656	0.9965808816002293
157:  ... loglikelihood=-3495.460638968976	0.9966013553631022
158:  ... loglikelihood=-3482.096670459217	0.9966150045383507
159:  ... loglikelihood=-3468.874572726626	0.9966150045383507
160:  ... loglikelihood=-3455.791934628225	0.9966150045383507
161:  ... loglikelihood=-3442.8464009812146	0.9966423028888479
162:  ... loglikelihood=-3430.0356709212365	0.9966491274764723
163:  ... loglikelihood=-3417.357496319122	0.9966627766517209
164:  ... loglikelihood=-3404.8096802533014	0.9966764258269694
165:  ... loglikelihood=-3392.390075535594	0.9967037241774666
166:  ... loglikelihood=-3380.0965832882134	0.9967310225279638
167:  ... loglikelihood=-3367.9271515698165	0.996737847115588
168:  ... loglikelihood=-3355.8797740493737	0.9967514962908366
169:  ... loglikelihood=-3343.9524887241873	0.9967514962908366
170:  ... loglikelihood=-3332.1433766825085	0.996758320878461

Training data summary:
#Sentences: 6804
#Tokens: 146529
#Organizacao entities: 2047
#Hora entities: 909
#Localizacao entities: 1447
#UnidadeOrganica entities: 1577
#Evento entities: 370
#Data entities: 2456
#Curso entities: 453
#Pessoa entities: 1911

Writing name finder model ... done (0.734s)

Wrote name finder model to
path: /home/arop/ner-re-pt/tools/open-nlp/train/models/repeat-1/sigarra/fold-2/pt-ner-sigarra.bin

Execution time: 57.259 seconds

real	0m57.424s
user	1m1.364s
sys	0m0.256s

** fold 3 **
Indexing events using cutoff of 4

	Computing event counts...  done. 149320 events
	Indexing...  done.
Sorting and merging events... done. Reduced 149320 events to 116708.
Done indexing.
Incorporating indexed data for training...  
done.
	Number of Event Tokens: 116708
	    Number of Outcomes: 17
	  Number of Predicates: 56747
...done.
Computing model parameters ...
Performing 170 iterations.
  1:  ... loglikelihood=-423055.4165333367	0.7826747923921779
  2:  ... loglikelihood=-122081.62651697152	0.8071859094562015
  3:  ... loglikelihood=-76778.4079466862	0.885802303777123
  4:  ... loglikelihood=-56380.88348668338	0.9276520225020091
  5:  ... loglikelihood=-44928.05151769035	0.9477163139566033
  6:  ... loglikelihood=-37666.68374976091	0.95892713635146
  7:  ... loglikelihood=-32661.73764190148	0.9661130458076614
  8:  ... loglikelihood=-28996.86856433303	0.9706670238414145
  9:  ... loglikelihood=-26189.660262123365	0.9739820519689258
 10:  ... loglikelihood=-23964.248057079745	0.9767479239217788
 11:  ... loglikelihood=-22152.00902638191	0.9788039110634879
 12:  ... loglikelihood=-20644.145038159655	0.9803643182427002
 13:  ... loglikelihood=-19367.299350429526	0.9818041789445486
 14:  ... loglikelihood=-18270.192364225066	0.9830498258773105
 15:  ... loglikelihood=-17315.88083545979	0.9840409858023038
 16:  ... loglikelihood=-16477.059262441	0.9849785695151353
 17:  ... loglikelihood=-15733.094199449799	0.9856214840610769
 18:  ... loglikelihood=-15068.089498711657	0.9863715510313421
 19:  ... loglikelihood=-14469.587562401455	0.9868872220733994
 20:  ... loglikelihood=-13927.675627999864	0.9874430752745781
 21:  ... loglikelihood=-13434.35754984308	0.9878114117331904
 22:  ... loglikelihood=-12983.104129570936	0.9882132333244039
 23:  ... loglikelihood=-12568.525977917443	0.9885882668095366
 24:  ... loglikelihood=-12186.131683792435	0.9890369675863916
 25:  ... loglikelihood=-11832.146113501452	0.9893986070184838
 26:  ... loglikelihood=-11503.371734049168	0.9896798821323333
 27:  ... loglikelihood=-11197.08128306335	0.9899075810340209
 28:  ... loglikelihood=-10910.933695169571	0.9902424323600322
 29:  ... loglikelihood=-10642.907554949199	0.9905504955799624
 30:  ... loglikelihood=-10391.24792935193	0.9907915885346906
 31:  ... loglikelihood=-10154.42352556796	0.990952317171176
 32:  ... loglikelihood=-9931.09189552232	0.9911934101259041
 33:  ... loglikelihood=-9720.070968099642	0.9913608357889098
 34:  ... loglikelihood=-9520.315599793415	0.9915684436110367
 35:  ... loglikelihood=-9330.89813706631	0.9917224752210019
 36:  ... loglikelihood=-9150.992209385366	0.9918363246718457
 37:  ... loglikelihood=-8979.859141844368	0.9919769622287704
 38:  ... loglikelihood=-8816.836505492178	0.9921510849182963
 39:  ... loglikelihood=-8661.328422569371	0.9923252076078222
 40:  ... loglikelihood=-8512.797320482732	0.9924323600321457
 41:  ... loglikelihood=-8370.756888013386	0.9925729975890705
 42:  ... loglikelihood=-8234.766034090844	0.9926734529868738
 43:  ... loglikelihood=-8104.423686451999	0.9928475756763997
 44:  ... loglikelihood=-7979.364296937481	0.9929212429681221
 45:  ... loglikelihood=-7859.253943732707	0.9930417894454862
 46:  ... loglikelihood=-7743.786939846199	0.9931422448432896
 47:  ... loglikelihood=-7632.6828724820725	0.9932493972676132
 48:  ... loglikelihood=-7525.684010490696	0.9933431556388963
 49:  ... loglikelihood=-7422.553027311247	0.9934302169836593
 50:  ... loglikelihood=-7323.070995241078	0.9935440664345031
 51:  ... loglikelihood=-7227.035613794182	0.9936445218323064
 52:  ... loglikelihood=-7134.25964066136	0.99375167425663
 53:  ... loglikelihood=-7044.569498549396	0.9938454326279133
 54:  ... loglikelihood=-6957.804035149412	0.9938789177605143
 55:  ... loglikelihood=-6873.813416808931	0.9939324939726761
 56:  ... loglikelihood=-6792.45813926634	0.9940262523439592
 57:  ... loglikelihood=-6713.608141147826	0.9940865255826413
 58:  ... loglikelihood=-6637.142007904017	0.9941334047682829
 59:  ... loglikelihood=-6562.946255538126	0.9942003750334851
 60:  ... loglikelihood=-6490.91468489189	0.9942606482721672
 61:  ... loglikelihood=-6420.947798469444	0.9943276185373694
 62:  ... loglikelihood=-6352.9522728087195	0.9943611036699705
 63:  ... loglikelihood=-6286.840480293948	0.9944414679882132
 64:  ... loglikelihood=-6222.530055062274	0.9944749531208144
 65:  ... loglikelihood=-6159.943498311223	0.994521832306456
 66:  ... loglikelihood=-6099.0078188798725	0.9945888025716582
 67:  ... loglikelihood=-6039.654205461411	0.9946289847307795
 68:  ... loglikelihood=-5981.817727235796	0.9946825609429414
 69:  ... loglikelihood=-5925.437060072206	0.9947227431020627
 70:  ... loglikelihood=-5870.454235782532	0.994762925261184
 71:  ... loglikelihood=-5816.8144121783835	0.9947964103937852
 72:  ... loglikelihood=-5764.465661941018	0.9948365925529065
 73:  ... loglikelihood=-5713.358778520644	0.9948901687650683
 74:  ... loglikelihood=-5663.447097478763	0.9949638360567908
 75:  ... loglikelihood=-5614.686331850968	0.9949772301098312
 76:  ... loglikelihood=-5567.034420257652	0.9950241092954728
 77:  ... loglikelihood=-5520.451386618809	0.995057594428074
 78:  ... loglikelihood=-5474.899210447493	0.9950977765871953
 79:  ... loglikelihood=-5430.341706797475	0.9951647468523975
 80:  ... loglikelihood=-5386.744415032135	0.9952384141441201
 81:  ... loglikelihood=-5344.074495664507	0.9952718992767211
 82:  ... loglikelihood=-5302.3006345878	0.9952785963032413
 83:  ... loglikelihood=-5261.392954084157	0.9952785963032413
 84:  ... loglikelihood=-5221.322930053972	0.9953120814358425
 85:  ... loglikelihood=-5182.063314962005	0.9953120814358425
 86:  ... loglikelihood=-5143.5880660409275	0.9953522635949639
 87:  ... loglikelihood=-5105.872278337323	0.9953790517010447
 88:  ... loglikelihood=-5068.892122219465	0.9954058398071256
 89:  ... loglikelihood=-5032.62478500228	0.9954527189927672
 90:  ... loglikelihood=-4997.0484163742985	0.9954661130458077
 91:  ... loglikelihood=-4962.142077338637	0.9954728100723279
 92:  ... loglikelihood=-4927.885692404255	0.9954995981784088
 93:  ... loglikelihood=-4894.260004788746	0.9955263862844896
 94:  ... loglikelihood=-4861.246534410113	0.9955330833110099
 95:  ... loglikelihood=-4828.827538466739	0.9955799624966515
 96:  ... loglikelihood=-4796.98597441915	0.9956000535762122
 97:  ... loglikelihood=-4765.705465204997	0.9956335387088133
 98:  ... loglikelihood=-4734.970266527355	0.9956469327618538
 99:  ... loglikelihood=-4704.765236075803	0.9956469327618538
100:  ... loglikelihood=-4675.075804545864	0.995653629788374
101:  ... loglikelihood=-4645.887948333282	0.9956737208679346
102:  ... loglikelihood=-4617.188163793158	0.9957072060005357
103:  ... loglikelihood=-4588.963442956484	0.9957272970800964
104:  ... loglikelihood=-4561.2012506107	0.9957607822126976
105:  ... loglikelihood=-4533.889502652711	0.995774176265738
106:  ... loglikelihood=-4507.016545633868	0.9957808732922583
107:  ... loglikelihood=-4480.571137419232	0.9957875703187785
108:  ... loglikelihood=-4454.542428890356	0.9958009643718189
109:  ... loglikelihood=-4428.919946627765	0.9958545405839807
110:  ... loglikelihood=-4403.693576509401	0.9958679346370212
111:  ... loglikelihood=-4378.853548170405	0.9959014197696223
112:  ... loglikelihood=-4354.390420270596	0.9959014197696223
113:  ... loglikelihood=-4330.295066521815	0.9959282078757032
114:  ... loglikelihood=-4306.558662427736	0.9959349049022234
115:  ... loglikelihood=-4283.17267269531	0.995954995981784
116:  ... loglikelihood=-4260.1288392777815	0.9959750870613447
117:  ... loglikelihood=-4237.419170011716	0.995981784087865
118:  ... loglikelihood=-4215.035927814664	0.9960219662469864
119:  ... loglikelihood=-4192.971620409909	0.9960353603000268
120:  ... loglikelihood=-4171.218990550421	0.996042057326547
121:  ... loglikelihood=-4149.7710067106445	0.9960688454326279
122:  ... loglikelihood=-4128.620854223354	0.9960822394856683
123:  ... loglikelihood=-4107.761926834323	0.9961157246182695
124:  ... loglikelihood=-4087.18781865296	0.9961425127243504
125:  ... loglikelihood=-4066.8923164770245	0.9961693008304313
126:  ... loglikelihood=-4046.869392471194	0.9962027859630325
127:  ... loglikelihood=-4027.113197180337	0.9962027859630325
128:  ... loglikelihood=-4007.6180528598125	0.9961960889365122
129:  ... loglikelihood=-3988.3784471059707	0.9962027859630325
130:  ... loglikelihood=-3969.389026771004	0.996222877042593
131:  ... loglikelihood=-3950.644592147423	0.9962362710956335
132:  ... loglikelihood=-3932.140091408415	0.9962429681221537
133:  ... loglikelihood=-3913.870615290385	0.9962563621751942
134:  ... loglikelihood=-3895.831392006362	0.9962898473077954
135:  ... loglikelihood=-3878.017782377126	0.9963166354138763
136:  ... loglikelihood=-3860.4252751712575	0.9963300294669167
137:  ... loglikelihood=-3843.0494826410436	0.9963300294669167
138:  ... loglikelihood=-3825.886136247116	0.996370211626038
139:  ... loglikelihood=-3808.9310825610632	0.9963836056790785
140:  ... loglikelihood=-3792.1802793376273	0.9963903027055987
141:  ... loglikelihood=-3775.629791748576	0.9964036967586392
142:  ... loglikelihood=-3759.275788770585	0.9964036967586392
143:  ... loglikelihood=-3743.1145397187256	0.9964036967586392
144:  ... loglikelihood=-3727.142410920516	0.9964237878381998
145:  ... loglikelihood=-3711.355862522504	0.9964304848647201
146:  ... loglikelihood=-3695.7514454231414	0.9964371818912403
147:  ... loglikelihood=-3680.325798326893	0.9964505759442808
148:  ... loglikelihood=-3665.0756449146966	0.9964639699973212
149:  ... loglikelihood=-3649.9977911222095	0.9964639699973212
150:  ... loglikelihood=-3635.089122525623	0.9964706670238415
151:  ... loglikelihood=-3620.3466018257236	0.9964773640503617
152:  ... loglikelihood=-3605.7672664292627	0.9964840610768818
153:  ... loglikelihood=-3591.3482261210365	0.9965108491829627
154:  ... loglikelihood=-3577.086660824029	0.996517546209483
155:  ... loglikelihood=-3562.9798184426168	0.9965242432360032
156:  ... loglikelihood=-3549.0250127866757	0.9965443343155639
157:  ... loglikelihood=-3535.2196215713566	0.9965577283686043
158:  ... loglikelihood=-3521.5610844907546	0.9965711224216448
159:  ... loglikelihood=-3508.046901361075	0.996604607554246
160:  ... loglikelihood=-3494.674630332298	0.9966180016072864
161:  ... loglikelihood=-3481.4418861619943	0.9966180016072864
162:  ... loglikelihood=-3468.346338552848	0.996638092686847
163:  ... loglikelihood=-3455.3857105480292	0.9966514867398875
164:  ... loglikelihood=-3442.5577769835445	0.9966514867398875
165:  ... loglikelihood=-3429.8603629945997	0.9966514867398875
166:  ... loglikelihood=-3417.291342574343	0.9966514867398875
167:  ... loglikelihood=-3404.8486371822614	0.9966581837664077
168:  ... loglikelihood=-3392.5302144007446	0.9966648807929279
169:  ... loglikelihood=-3380.3340866370163	0.9966715778194482
170:  ... loglikelihood=-3368.258309869848	0.9966782748459684

Training data summary:
#Sentences: 6856
#Tokens: 149320
#Organizacao entities: 2059
#Hora entities: 908
#Localizacao entities: 1360
#UnidadeOrganica entities: 1634
#Evento entities: 340
#Data entities: 2490
#Curso entities: 461
#Pessoa entities: 1946

Writing name finder model ... done (0.832s)

Wrote name finder model to
path: /home/arop/ner-re-pt/tools/open-nlp/train/models/repeat-1/sigarra/fold-3/pt-ner-sigarra.bin

Execution time: 55.656 seconds

real	0m55.838s
user	0m59.788s
sys	0m0.288s

** fold 4 **
Indexing events using cutoff of 4

	Computing event counts...  done. 148274 events
	Indexing...  done.
Sorting and merging events... done. Reduced 148274 events to 116495.
Done indexing.
Incorporating indexed data for training...  
done.
	Number of Event Tokens: 116495
	    Number of Outcomes: 17
	  Number of Predicates: 56648
...done.
Computing model parameters ...
Performing 170 iterations.
  1:  ... loglikelihood=-420091.87537546037	0.7801435180813898
  2:  ... loglikelihood=-122725.38516303616	0.8043487057744446
  3:  ... loglikelihood=-77511.93922903306	0.8838704020934216
  4:  ... loglikelihood=-57047.65601033089	0.9258872088161108
  5:  ... loglikelihood=-45509.01332850354	0.9463290934351268
  6:  ... loglikelihood=-38169.24539883368	0.957989937548053
  7:  ... loglikelihood=-33096.47871083786	0.9655165436961302
  8:  ... loglikelihood=-29373.607797866964	0.9703319530059215
  9:  ... loglikelihood=-26516.874474279357	0.9737378097306338
 10:  ... loglikelihood=-24249.103946357707	0.9764287737566937
 11:  ... loglikelihood=-22400.527374502577	0.9783508909181651
 12:  ... loglikelihood=-20861.382503481178	0.9803876606822505
 13:  ... loglikelihood=-19557.50981830003	0.9819186101406855
 14:  ... loglikelihood=-18436.960431688563	0.9831393231449883
 15:  ... loglikelihood=-17462.232175881476	0.984076776778127
 16:  ... loglikelihood=-16605.552899909486	0.9850412074942336
 17:  ... loglikelihood=-15845.899791391075	0.9858370314417902
 18:  ... loglikelihood=-15167.051972742973	0.9863765731011506
 19:  ... loglikelihood=-14556.28121521974	0.986983557467931
 20:  ... loglikelihood=-14003.449408116398	0.9875096105858073
 21:  ... loglikelihood=-13500.372724723073	0.9880221751621997
 22:  ... loglikelihood=-13040.365205418924	0.988507762655624
 23:  ... loglikelihood=-12617.905786615764	0.9890338157735004
 24:  ... loglikelihood=-12228.391759629289	0.9894047506643107
 25:  ... loglikelihood=-11867.953488403227	0.9898026626380889
 26:  ... loglikelihood=-11533.313012801707	0.9900387121140591
 27:  ... loglikelihood=-11221.674530281707	0.9902747615900293
 28:  ... loglikelihood=-10930.638452007155	0.9905445324197094
 29:  ... loglikelihood=-10658.133221009768	0.9907738376249376
 30:  ... loglikelihood=-10402.360729916407	0.9910031428301658
 31:  ... loglikelihood=-10161.752282601816	0.9911650053279739
 32:  ... loglikelihood=-9934.932811070938	0.991340356367266
 33:  ... loglikelihood=-9720.691608195035	0.9914954745943321
 34:  ... loglikelihood=-9517.9582400037	0.9916168714676882
 35:  ... loglikelihood=-9325.782601885228	0.9918124553192064
 36:  ... loglikelihood=-9143.318310040486	0.9919473407340464
 37:  ... loglikelihood=-8969.80879275696	0.9920822261488865
 38:  ... loglikelihood=-8804.575579487744	0.9922171115637266
 39:  ... loglikelihood=-8647.00838926317	0.9923789740615347
 40:  ... loglikelihood=-8496.556700703402	0.9925610693715688
 41:  ... loglikelihood=-8352.722549059323	0.9926554891619569
 42:  ... loglikelihood=-8215.054345190487	0.9928038631182811
 43:  ... loglikelihood=-8083.1415502529235	0.9929117714501531
 44:  ... loglikelihood=-7956.610070501913	0.9929724698868312
 45:  ... loglikelihood=-7835.118260891409	0.9930736339479612
 46:  ... loglikelihood=-7718.35344552611	0.9931410766553812
 47:  ... loglikelihood=-7606.02887860444	0.9932287521750273
 48:  ... loglikelihood=-7497.881082111408	0.9933501490483834
 49:  ... loglikelihood=-7393.667506828562	0.9934445688387714
 50:  ... loglikelihood=-7293.164471687372	0.9935322443584175
 51:  ... loglikelihood=-7196.165343478483	0.9936199198780636
 52:  ... loglikelihood=-7102.478924724855	0.9937615495636457
 53:  ... loglikelihood=-7011.928022355032	0.9938357365418077
 54:  ... loglikelihood=-6924.34817383962	0.9939301563321958
 55:  ... loglikelihood=-6839.586510844372	0.9940110875810999
 56:  ... loglikelihood=-6757.500743286806	0.9940852745592619
 57:  ... loglikelihood=-6677.958249090414	0.9941257401837139
 58:  ... loglikelihood=-6600.8352569497465	0.99421341570336
 59:  ... loglikelihood=-6526.0161111440375	0.9942808584107801
 60:  ... loglikelihood=-6453.392608894327	0.994307835493748
 61:  ... loglikelihood=-6382.863402007075	0.9944089995548782
 62:  ... loglikelihood=-6314.333455607695	0.9944427209085882
 63:  ... loglikelihood=-6247.713557681468	0.9944696979915562
 64:  ... loglikelihood=-6182.919873920235	0.9945236521574922
 65:  ... loglikelihood=-6119.873543047718	0.9945843505941703
 66:  ... loglikelihood=-6058.500308378496	0.9946248162186223
 67:  ... loglikelihood=-5998.730181867603	0.9946787703845583
 68:  ... loglikelihood=-5940.497137346872	0.9947124917382684
 69:  ... loglikelihood=-5883.73883002029	0.9947866787164303
 70:  ... loglikelihood=-5828.396339628204	0.9948541214238504
 71:  ... loglikelihood=-5774.413934971539	0.9949013313190445
 72:  ... loglikelihood=-5721.738857746949	0.9949890068386905
 73:  ... loglikelihood=-5670.321123864392	0.9950294724631426
 74:  ... loglikelihood=-5620.113340611574	0.9950429610046265
 75:  ... loglikelihood=-5571.070538207517	0.9950901708998205
 76:  ... loglikelihood=-5523.150014433356	0.9951238922535306
 77:  ... loglikelihood=-5476.3111911679625	0.9951508693364987
 78:  ... loglikelihood=-5430.51548177257	0.9951778464194667
 79:  ... loglikelihood=-5385.7261683752895	0.9952048235024347
