--DOCSTART--	--DOCSTART--
europeias	O
''	O
de	O
respeitar	O
e	O
promover	O
os	O
direitos	O
e	O
valores	O
fundamentais.	O
--SENTENCE--	--SENTENCE--
''	O
Trata-se	O
de	O
um	O
dia	O
feliz	O
para	O
as	O
cidadãs	O
e	O
os	O
cidadãos	O
da	O
União	B-LOCAL_HUMANO_PAIS
Europeia	I-LOCAL_HUMANO_PAIS
``	O
,	O
em	O
que	O
se	O
festejam	O
``	O
os	O
nossos	O
valores	O
comuns	O
''	O
,	O
afirmou	O
o	O
Presidente	O
do	O
Parlamento	O
Europeu	O
,	O
Hans-Gert	O
PÖTTERING	O
,	O
no	O
discurso	O
que	O
antecedeu	O
a	O
assinatura	O
da	O
Carta	O
dos	O
Direitos	O
Fundamentais	O
da	O
União	O
Europeia	O
.	O
--SENTENCE--	--SENTENCE--
Relembrando	O
o	O
``	O
caminho	O
significativo	O
''	O
que	O
foi	O
necessário	O
percorrer	O
até	O
chegar	O
a	O
este	O
momento	O
,	O
afirmou	O
que	O
``	O
os	O
ensinamentos	O
da	O
história	O
da	O
Europa	B-LOCAL_HUMANO_DIVISAO
foram	O
tomados	O
em	O
consideração	O
''	O
,	O
num	O
documento	O
que	O
garante	O
``	O
valores	O
como	O
a	O
liberdade	O
e	O
a	O
segurança	O
''	O
.	O
--SENTENCE--	--SENTENCE--
''	O
Com	O
a	O
proclamação	O
da	O
Carta	O
,	O
temos	O
a	O
obrigação	O
e	O
a	O
oportunidade	O
de	O
dar	O
aos	O
quase	O
500	O
milhões	O
de	O
cidadãos	O
a	O
ideia	O
de	O
uma	O
Europa	B-LOCAL_HUMANO_DIVISAO
unida.	O
--SENTENCE--	--SENTENCE--
Somos	O
essencialmente	O
uma	O
comunidade	O
de	O
valores	O
--	O
são	O
estes	O
valores	O
comuns	O
que	O
constituem	O
o	O
fundamento	O
da	O
União	O
Europeia	O
``	O
,	O
declarou.	O
--SENTENCE--	--SENTENCE--
Hans-Gert	O
PÖTTERING	O
destacou	O
ainda	O
a	O
importância	O
,	O
para	O
o	O
PE	O
,	O
de	O
ver	O
reconhecido	O
o	O
valor	O
juridicamente	O
vinculativo	O
da	O
Carta	O
,	O
um	O
passo	O
``	O
essencial	O
no	O
quadro	O
de	O
reforma	O
dos	O
Tratados	O
e	O
essencial	O
para	O
a	O
identidade	O
europeia	O
''	O
.	O
--SENTENCE--	--SENTENCE--
''	O
Sem	O
estes	O
valores	O
,	O
a	O
União	O
Europeia	O
não	O
teria	O
futuro	O
''	O
.	O
--SENTENCE--	--SENTENCE--
Dentro	O
e	O
fora	O
da	O
Europa	B-LOCAL_HUMANO_DIVISAO
,	O
``	O
temos	O
o	O
dever	O
de	O
sempre	O
defender	O
a	O
dignidade	O
e	O
os	O
direitos	O
humanos	O
''	O
,	O
concluiu.	O
--SENTENCE--	--SENTENCE--
Também	O
o	O
Presidente	O
em	O
exercício	O
do	O
Conselho	O
da	O
UE	O
José	O
SÓCRATES	O
,	O
destacou	O
o	O
dia	O
de	O
hoje	O
como	O
``	O
uma	O
data	O
fundamental	O
na	O
história	O
da	O
integração	O
europeia	O
''	O
.	O
--SENTENCE--	--SENTENCE--
``	O
--SENTENCE--	--SENTENCE--
A	B-TEMPO_TEMPO_CALEND_DATA
partir	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
hoje	I-TEMPO_TEMPO_CALEND_DATA
,	O
e	O
talvez	O
para	O
incómodo	O
de	O
alguns	O
,	O
os	O
direitos	O
fundamentais	O
passam	O
formalmente	O
,	O
e	O
de	O
forma	O
irreversível	O
,	O
a	O
fazer	O
parte	O
do	O
património	O
comum	O
da	O
UE	O
.	O
--SENTENCE--	--SENTENCE--
Um	O
património	O
ético	O
,	O
de	O
cidadania	O
e	O
do	O
melhor	O
que	O
há	O
na	O
civilização	O
europeia	O
!	O
--SENTENCE--	--SENTENCE--
''	O
,	O
afirmou	O
o	O
Primeiro-Ministro	O
português.	O
--SENTENCE--	--SENTENCE--
Manifestando-se	O
``	O
muito	O
honrado	O
como	O
europeu	O
e	O
como	O
português	O
''	O
por	O
participar	O
na	O
cerimónia	O
de	O
proclamação	O
da	O
Carta	O
dos	O
Direitos	O
Fundamentais	O
da	O
UE	O
--	O
que	O
definiu	O
como	O
``	O
a	O
mais	O
importante	O
de	O
toda	O
a	O
carreira	O
política	O
''	O
--	O
SÓCRATES	O
salientou	O
ainda	O
o	O
compromisso	O
assumido	O
pelas	O
três	O
instituições	O
--	O
PE	O
,	O
Conselho	O
e	O
Comissão	O
--	O
de	O
que	O
``	O
os	O
valores	O
fundamentais	O
serão	O
respeitados	O
e	O
aplicados	O
''	O
.	O
--SENTENCE--	--SENTENCE--
A	O
Carta	O
``	O
representa	O
um	O
compromisso	O
das	O
instituições	O
da	O
União	O
de	O
a	O
respeitarem	O
e	O
aplicarem	O
quotidianamente.	O
--SENTENCE--	--SENTENCE--
Só	O
assim	O
seremos	O
dignos	O
herdeiros	O
do	O
que	O
há	O
de	O
melhor	O
na	O
nossa	O
identidade	O
colectiva	O
e	O
tradição	O
comum	O
de	O
uma	O
Europa	O
que	O
honra	O
os	O
direitos	O
e	O
as	O
garantias	O
dos	O
cidadãos	O
''	O
.	O
--SENTENCE--	--SENTENCE--
Para	O
SÓCRATES	O
,	O
esta	O
Carta	O
``	O
vai	O
para	O
além	O
''	O
dos	O
cidadãos	O
da	O
UE	B-LOCAL_HUMANO_PAIS
,	O
representando	O
``	O
um	O
esteio	O
fundamental	O
da	O
convicção	O
de	O
um	O
mundo	O
melhor	O
e	O
de	O
que	O
os	O
direitos	O
são	O
universalmente	O
respeitados	O
''	O
.	O
--SENTENCE--	--SENTENCE--
Expressando	O
ainda	O
a	O
``	O
honra	O
''	O
por	O
Portugal	O
ficar	O
associado	O
a	O
``	O
uma	O
importante	O
etapa	O
da	O
cidadania	O
europeia	O
''	O
--	O
foi	O
durante	O
a	O
Presidência	O
em	B-TEMPO_TEMPO_CALEND_DATA
2000	I-TEMPO_TEMPO_CALEND_DATA
que	O
se	O
iniciou	O
a	O
Convenção	O
que	O
deu	O
origem	O
à	O
Carta	O
e	O
é	O
durante	O
a	O
actual	O
Presidência	O
que	O
a	O
Carta	O
é	O
proclamada	O
--	O
SÓCRATES	O
alertou	O
,	O
no	O
entanto	O
,	O
para	O
o	O
facto	O
de	O
a	O
tarefa	O
ainda	O
não	O
estar	O
acabada.	O
--SENTENCE--	--SENTENCE--
''	O
O	O
combate	O
pelos	O
direitos	O
fundamentais	O
é	O
uma	O
tarefa	O
quotidiana	O
,	O
uma	O
tarefa	O
sem	O
fim	O
,	O
dos	O
Estados	O
,	O
das	O
sociedades	O
civis	O
,	O
das	O
empresas	O
,	O
dos	O
sindicatos	O
,	O
dos	O
cidadãos.	O
--SENTENCE--	--SENTENCE--
A	O
sua	O
defesa	O
é	O
o	O
reconhecimento	O
de	O
um	O
valor	O
essencial	O
à	O
identidade	O
europeia	O
,	O
faz	O
parte	O
do	O
nosso	O
código	O
genético	O
,	O
e	O
esta	O
é	O
a	O
Europa	O
a	O
que	O
eu	O
quero	O
pertencer	O
''	O
,	O
concluiu.	O
--SENTENCE--	--SENTENCE--
Também	O
o	O
Presidente	O
da	O
Comissão	O
Europeia	O
,	O
José	O
Manuel	O
Durão	O
BARROSO	O
,	O
declarou	O
que	O
,	O
com	O
a	O
Carta	O
dos	O
Direitos	O
Fundamentais	O
,	O
a	O
Europa	O
está	O
``	O
mais	O
equipada	O
para	O
levar	O
a	O
cabo	O
o	O
seu	O
combate	O
pela	O
liberdade	O
,	O
democracia	O
e	O
paz	O
''	O
.	O
--SENTENCE--	--SENTENCE--
''	O
A	O
Carta	O
encorajará	O
a	O
UE	O
numa	O
verdadeira	O
cultura	O
dos	O
direitos	O
fundamentais.	O
--SENTENCE--	--SENTENCE--
Comprometemo-nos	O
,	O
sobretudo	O
,	O
a	O
respeitar	O
os	O
nossos	O
próprios	O
direitos.	O
--SENTENCE--	--SENTENCE--
Pode	O
parecer	O
fácil	O
de	O
assumir	O
,	O
mas	O
é	O
,	O
na	O
verdade	O
,	O
um	O
verdadeiro	O
desafio	O
quotidiano	O
''	O
,	O
salientou	O
BARROSO	O
.	O
--SENTENCE--	--SENTENCE--
''	O
Trata-se	O
de	O
um	O
êxito	O
extraordinário	O
de	O
que	O
a	O
UE	O
se	O
deve	O
sentir	O
orgulhosa.	O
--SENTENCE--	--SENTENCE--
É	O
particularmente	O
importante	O
que	O
aconteça	O
numa	O
Europa	O
alargada	O
que	O
esteve	O
dividia	O
por	O
regimes	O
ditatoriais.	O
--SENTENCE--	--SENTENCE--
Se	O
conjugarmos	O
esforços	O
para	O
estimular	O
esta	O
cultura	O
de	O
direitos	O
humanos	O
,	O
daremos	O
um	O
contributo	O
essencial	O
para	O
uma	O
Europa	O
de	O
valores	O
''	O
,	O
concluiu.	O
--SENTENCE--	--SENTENCE--
Depois	O
de	O
a	O
Carta	O
ser	O
assinada	O
pelos	O
Presidentes	O
das	O
três	O
instituições	O
,	O
ouviu-se	O
o	O
hino	O
europeu	O
no	O
hemiciclo	O
de	O
Estrasburgo	B-LOCAL_HUMANO_DIVISAO
.	O
--SENTENCE--	--SENTENCE--
A	O
cerimónia	O
de	O
proclamação	O
foi	O
interrompida	O
em	O
diversas	O
ocasiões	O
por	O
uma	O
minoria	O
de	O
deputados	O
que	O
protestaram	O
nas	O
últimas	O
bancadas	O
do	O
hemiciclo	O
,	O
exigindo	O
a	O
realização	O
de	O
um	O
referendo	O
ao	O
Tratado	O
de	O
Lisboa	O
.	O
--SENTENCE--	--SENTENCE--
Os	O
protestos	O
foram	O
calados	O
pelos	O
aplausos	O
da	O
maioria	O
dos	O
eurodeputados	O
e	O
pelo	O
próprio	O
Presidente	O
do	O
Conselho	O
,	O
no	O
início	O
do	O
seu	O
discurso	O
:	O
``	O
Por	O
mais	O
que	O
muitos	O
gritem	O
tentando	O
impedir	O
os	O
outros	O
de	O
falar	O
,	O
esta	O
é	O
uma	O
data	O
fundamental	O
da	O
história	O
europeia	O
''	O
,	O
afirmou	O
José	O
SÓCRATES	O
.	O
--SENTENCE--	--SENTENCE--
O	O
líder	O
do	O
PPE/DE	O
,	O
Joseph	O
DAUL	O
,	O
criticou	O
os	O
protestos	O
,	O
afirmando	O
que	O
o	O
PE	O
é	O
``	O
um	O
hemiciclo	O
onde	O
reina	O
a	O
democracia	O
''	O
não	O
sendo	O
,	O
por	O
isso	O
,	O
``	O
digno	O
actuar	O
desta	O
maneira	O
''	O
.	O
--SENTENCE--	--SENTENCE--
No	O
mesmo	O
registo	O
,	O
Martin	O
SCHULZ	O
(	O
PSE	O
,	O
DE	O
)	O
,	O
líder	O
do	O
PSE	O
,	O
recordou	O
que	O
,	O
na	O
República	O
de	O
Weimar	O
,	O
se	O
queria	O
acabar	O
com	O
os	O
inimigos	O
em	O
forma	O
de	O
coro	O
e	O
quem	O
dirigia	O
esse	O
coro	O
era	O
Hitler	O
``	O
.	O
--SENTENCE--	--SENTENCE--
Do	O
grupo	O
ALDE	O
,	O
Graham	O
WATSON	O
lançou	O
uma	O
petição	O
para	O
que	O
a	O
Presidência	O
do	O
PE	O
use	O
os	O
poderes	O
que	O
lhe	O
confere	O
o	O
regimento	O
``	O
para	O
mandar	O
embora	O
um	O
deputado	O
que	O
se	O
comporte	O
de	O
maneira	O
indigna	O
''	O
:	O
``	O
Uma	O
atitude	O
como	O
esta	O
não	O
se	O
pode	O
tolerar	O
e	O
traz-nos	O
o	O
pior	O
de	O
um	O
estádio	O
de	O
futebol	O
''	O
,	O
afirmou.	O
--SENTENCE--	--SENTENCE--
Francis	O
WURTZ	O
,	O
da	O
CEUE/EVN	O
,	O
condenou	O
``	O
de	O
maneira	O
absoluta	O
as	O
declarações	O
antieuropeias	O
e	O
indignas	O
''	O
que	O
se	O
ouviram	O
no	O
hemiciclo	O
:	O
``	O
O	O
meu	O
grupo	O
está	O
a	O
favor	O
de	O
um	O
referendo	O
,	O
mas	O
opõe-se	O
a	O
acções	O
como	O
esta	O
''	O
,	O
afirmou.	O
--SENTENCE--	--SENTENCE--
Também	O
o	O
co-presidente	O
dos	O
Verdes/ALE	O
,	O
Daniel	O
COHN-BENDIT	O
,	O
se	O
mostrou	O
``	O
consternado	O
''	O
com	O
o	O
ocorrido	O
,	O
mas	O
pediu	O
que	O
não	O
se	O
dramatize	O
a	O
situação	O
:	O
``	O
Há	O
50	O
loucos	O
mas	O
há	O
700	O
sãos	O
''	O
;	O
``	O
não	O
peçamos	O
a	O
expulsão	O
destes	O
loucos	O
porque	O
um	O
Parlamento	O
livre	O
é	O
aquele	O
que	O
aguenta	O
os	O
loucos	O
que	O
lhe	O
são	O
desagradáveis	O
''	O
.	O
--SENTENCE--	--SENTENCE--
Da	O
mesma	O
forma	O
,	O
para	O
Brian	O
CROWLEY	O
,	O
da	O
UEN	O
,	O
o	O
ocorrido	O
``	O
superou	O
o	O
permissível	O
''	O
.	O
--SENTENCE--	--SENTENCE--
Do	O
grupo	O
IND/DEM	O
,	O
Jens-Peter	O
BONDE	O
assinalou	O
que	O
,	O
pessoalmente	O
,	O
não	O
participou	O
nos	O
protestos	O
mas	O
que	O
vestiu	O
a	O
camisola	O
com	O
a	O
referência	O
à	O
realização	O
de	O
um	O
referendo	O
,	O
que	O
faz	O
parte	O
da	O
vida	O
democrática.	O
--SENTENCE--	--SENTENCE--
Consultar	O
--SENTENCE--	--SENTENCE--
http	O
:	O
//www.eu2007.pt/UE/vPT/Noticias_Documentos/20071212DiscursoPM.htm	O
--SENTENCE--	--SENTENCE--
Discurso	O
de	O
José	O
Sócrates	O
na	O
cerimónia	O
de	O
Proclamação	O
da	O
Carta	O
dos	O
Direitos	O
Fundamentais	O
--SENTENCE--	--SENTENCE--
--SENTENCE--	--SENTENCE--
--DOCSTART--	--DOCSTART--
--SENTENCE--	--SENTENCE--
--SENTENCE--	--SENTENCE--
São	O
admitidos	O
à	O
candidatura	O
à	O
matrícula	O
no	O
curso	O
de	O
formação	O
n.o	O
25	O
680/2000	O
,	O
publicado	O
no	O
Diário	B-LOCAL_VIRTUAL_COMSOCIAL
da	I-LOCAL_VIRTUAL_COMSOCIAL
República	I-LOCAL_VIRTUAL_COMSOCIAL
,	O
2.a	O
série	O
,	O
2.a	O
série	O
,	O
especializada	O
candidatos	O
com	O
o	O
grau	O
de	O
licenciatura	O
em	O
Enfermagem	O
,	O
de	B-TEMPO_TEMPO_CALEND_DATA
15	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
Dezembro	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
2000	I-TEMPO_TEMPO_CALEND_DATA
,	O
e	O
na	O
sequência	O
do	O
despacho	O
de	O
22	O
de	O
de	O
acordo	O
com	O
de	O
acordo	O
com	O
o	O
Regulamento	O
dos	O
Cursos	O
de	O
Formação	O
Especializada	O
Novembro	O
de	O
2004	O
da	O
reitora	O
da	O
Universidade	O
de	O
Aveiro	B-LOCAL_HUMANO_DIVISAO
,	O
que	O
aprovou	O
a	O
criação	O
do	O
curso	O
de	O
formação	O
especializada	O
em	O
Enfermagem	O
,	O
deter-	O
mino	O
o	O
seguinte	O
:	O
7.o	O
1.o	O
Frequência	O
Criação	O
O	O
curso	O
de	O
formação	O
especializada	O
apenas	O
poderá	O
ser	O
frequentado	O
O	O
curso	O
de	O
formação	O
especializada	O
em	O
Enfermagem	O
,	O
de	O
curta	O
dura-	O
em	O
regime	O
de	O
tempo	O
integral.	O
--SENTENCE--	--SENTENCE--
ção	O
,	O
é	O
criado	O
de	O
acordo	O
com	O
o	O
Regulamento	O
sobre	O
a	O
Criação	O
de	O
Cursos	O
de	O
Formação	O
Especializada	O
na	O
Universidade	O
de	O
Aveiro.	O
--SENTENCE--	--SENTENCE--
A	O
criação	O
deste	O
curso	O
de	O
formação	O
especializada	O
pretende	O
responder	O
8.o	O
a	O
necessidades	O
de	O
formação	O
de	O
carácter	O
específico	O
para	O
licenciados	O
em	O
Enfermagem.	O
--SENTENCE--	--SENTENCE--
A	O
sua	O
estrutura	O
modular	O
,	O
estando	O
orientada	O
para	O
Recursos	O
necessários	O
profissionais	O
ou	O
futuros	O
profissionais	O
que	O
procuram	O
formações	O
com-	O
A	O
Secção	B-ORGANIZACAO_INSTITUICAO_SUB
Autónoma	I-ORGANIZACAO_INSTITUICAO_SUB
de	I-ORGANIZACAO_INSTITUICAO_SUB
Ciências	I-ORGANIZACAO_INSTITUICAO_SUB
da	I-ORGANIZACAO_INSTITUICAO_SUB
Saúde	I-ORGANIZACAO_INSTITUICAO_SUB
disponibilizará	O
o	O
corpo	O
plementares	O
específicas	O
ou	O
actualização	O
de	O
competências	O
,	O
permite	O
uma	O
docente	O
necessário	O
à	O
leccionação	O
deste	O
curso	O
,	O
em	O
articulação	O
com	O
gestão	O
flexível	O
do	O
tempo	O
compatível	O
com	O
percursos	O
individuais	O
de	O
colaborações	O
externas	O
pontuais.	O
--SENTENCE--	--SENTENCE--
formação.	O
--SENTENCE--	--SENTENCE--
Os	O
objectivos	O
deste	O
curso	O
de	O
formação	O
especializada	O
enquadram-se	O
ainda	O
nos	O
objectivos	O
da	O
Universidade	O
de	O
Aveiro	B-LOCAL_HUMANO_DIVISAO
para	O
a	O
formação	O
pós-	O
9.o	O
-graduada	O
,	O
proporcionando	O
uma	O
oferta	O
formativa	O
diversificada	O
que	O
Propinas	O
responda	O
a	O
necessidades	O
de	O
formação	O
contínua	O
profissional	O
para	O
além	O
da	O
tradicional	O
formação	O
orientada	O
para	O
percursos	O
académicos.	O
--SENTENCE--	--SENTENCE--
As	O
propinas	O
mínimas	O
correspondentes	O
à	O
frequência	O
do	O
curso	O
de	O
formação	O
especializada	O
serão	O
fixadas	O
anualmente	O
,	O
de	O
acordo	O
com	O
o	O
estipulado	O
no	O
artigo	O
15.o	O
do	O
Regulamento	O
sobre	O
a	O
Criação	O
de	O
Cursos	O
2.o	O
de	O
Formação	O
Especializada	O
na	O
Universidade	O
de	O
Aveiro	O
,	O
tendo	O
em	O
Organização	O
curricular	O
consideração	O
os	O
factores	O
multiplicativos	O
por	O
área	O
científica	O
fixados	O
pela	O
Secção	B-ORGANIZACAO_INSTITUICAO_SUB
de	I-ORGANIZACAO_INSTITUICAO_SUB
Planeamento	I-ORGANIZACAO_INSTITUICAO_SUB
e	I-ORGANIZACAO_INSTITUICAO_SUB
Gestão	I-ORGANIZACAO_INSTITUICAO_SUB
do	I-ORGANIZACAO_INSTITUICAO_SUB
Senado	I-ORGANIZACAO_INSTITUICAO_SUB
.	O
--SENTENCE--	--SENTENCE--
O	O
curso	O
de	O
formação	O
especializada	O
em	O
Enfermagem	O
,	O
de	O
curta	O
dura-	O
ção	O
,	O
corresponde	O
à	O
obtenção	O
de	O
um	O
mínimo	O
de	O
quatro	O
unidades	O
de	B-TEMPO_TEMPO_CALEND_DATA
29	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
Novembro	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
2004	I-TEMPO_TEMPO_CALEND_DATA
.	O
--SENTENCE--	--SENTENCE--
-	O
A	O
Vice-Reitora	O
,	O
Isabel	O
P	O
.	O
Martins.	O
--SENTENCE--	--SENTENCE--
--DOCSTART--	--DOCSTART--
--SENTENCE--	--SENTENCE--
--SENTENCE--	--SENTENCE--
TROPA	O
DE	O
ELITE	O
,	O
OSSO	O
DURO	O
DE	O
ROER	O
,	O
PEGA	O
UM	O
PEGA	O
GERAL	O
,	O
TAMBÉM	O
VAI	O
PEGAR	O
VOCÊ	O
!	O
--SENTENCE--	--SENTENCE--
Ontem	B-TEMPO_TEMPO_CALEND_DATA
,	O
na	O
esquina	O
de	O
casa	O
,	O
um	O
camelô	O
estendia	O
seus	O
murais	O
com	O
capas	O
de	O
DVDs	O
mal	O
impressas.	O
--SENTENCE--	--SENTENCE--
Passei	O
por	O
ele	O
sem	O
me	O
importar	O
,	O
era	O
apenas	O
mais	O
um	O
desses	O
caras	O
que	O
atrapalham	O
o	O
nosso	O
caminho	O
pelas	O
calçadas.	O
--SENTENCE--	--SENTENCE--
Continuei	O
rumo	O
à	O
sessão	O
das	B-TEMPO_TEMPO_CALEND_HORA
19h	I-TEMPO_TEMPO_CALEND_HORA
no	O
Espaço	B-LOCAL_HUMANO_CONSTRUCAO
de	I-LOCAL_HUMANO_CONSTRUCAO
Cinema	I-LOCAL_HUMANO_CONSTRUCAO
em	O
Botafogo	B-LOCAL_HUMANO_DIVISAO
.	O
--SENTENCE--	--SENTENCE--
Trinta	O
passos	O
adiante	O
parei	O
e	O
lembrei	O
do	O
recente	O
caso	O
``	O
Tropa	O
de	O
Elite	O
:	O
o	O
filme	O
tinha	O
vazado	O
no	O
pirata	O
,	O
e	O
desde	B-TEMPO_TEMPO_CALEND_DATA
o	I-TEMPO_TEMPO_CALEND_DATA
início	I-TEMPO_TEMPO_CALEND_DATA
da	I-TEMPO_TEMPO_CALEND_DATA
semana	I-TEMPO_TEMPO_CALEND_DATA
estava	O
sendo	O
vendido	O
nas	O
ruas	O
do	O
Rio	B-LOCAL_HUMANO_DIVISAO
.	O
--SENTENCE--	--SENTENCE--
Titubeei	O
um	O
pouco	O
,	O
podia	O
perder	O
a	O
sessão	O
no	O
cinema	O
,	O
mas	O
acabei	O
voltando	O
para	O
conferir	O
os	O
títulos	O
que	O
o	O
camelô	O
oferecia.	O
--SENTENCE--	--SENTENCE--
Cheguei	O
devagar	O
,	O
olhando	O
meio	O
de	O
longe	O
,	O
um	O
pouco	O
constrangido	O
,	O
confesso.	O
--SENTENCE--	--SENTENCE--
Ainda	O
sou	O
dessas	O
pessoas	O
que	O
têm	O
um	O
certo	O
pudor	O
em	O
ficar	O
ali	O
,	O
cara	O
a	O
cara	O
com	O
o	O
pirata.	O
--SENTENCE--	--SENTENCE--
Logo	O
encontrei	O
dois	O
títulos	O
nacionais	O
:	O
Xuxa	B-OBRA_REPRODUZIDA_FILME
Gêmeas	I-OBRA_REPRODUZIDA_FILME
e	O
Ó	B-OBRA_REPRODUZIDA_FILME
paí	I-OBRA_REPRODUZIDA_FILME
ó	I-OBRA_REPRODUZIDA_FILME
.	O
--SENTENCE--	--SENTENCE--
Perguntei	O
se	O
ele	O
tinha	O
Tropa	B-OBRA_REPRODUZIDA_FILME
de	I-OBRA_REPRODUZIDA_FILME
Elite	I-OBRA_REPRODUZIDA_FILME
,	O
o	O
rapaz	O
branquelo	O
,	O
com	O
cara	O
de	O
rapper	O
zona	O
sul	O
,	O
boné	O
e	O
bermudão	O
Billabong	O
respondeu	O
:	O
--SENTENCE--	--SENTENCE--
-	O
Com	O
certeza	O
!	O
--SENTENCE--	--SENTENCE--
Tem	O
sim.	O
--SENTENCE--	--SENTENCE--
Quis	O
saber	O
mais	O
sobre	O
o	O
filme	O
,	O
como	O
se	O
só	O
tivesse	O
ouvido	O
falar	O
através	O
do	O
burburinho	O
das	O
ruas	O
:	O
--SENTENCE--	--SENTENCE--
-	O
Ah	O
,	O
esse	O
não	O
é	O
o	O
filme	O
que	O
teve	O
os	O
armamentos	O
roubados	O
no	O
``	O
Chapéu	B-LOCAL_HUMANO_REGIAO
Mangueira	I-LOCAL_HUMANO_REGIAO
``	O
?	O
--SENTENCE--	--SENTENCE--
-	O
É	O
esse	O
mesmo.	O
--SENTENCE--	--SENTENCE--
É	O
com	O
o	O
Olavo	O
da	O
novela.	O
--SENTENCE--	--SENTENCE--
-	O
Que	O
Olavo	O
?	O
--SENTENCE--	--SENTENCE--
-	O
O	O
Wagner	O
,	O
Wagner	O
Moura.	O
--SENTENCE--	--SENTENCE--
-	O
Ah	O
legal	O
,	O
então	O
é	O
esse	O
mesmo.	O
--SENTENCE--	--SENTENCE--
Quanto	O
é	O
?	O
--SENTENCE--	--SENTENCE--
-	O
É	O
cinco.	O
--SENTENCE--	--SENTENCE--
-	O
E	O
a	O
qualidade	O
é	O
boa	O
?	O
--SENTENCE--	--SENTENCE--
-	O
É	O
sim	O
,	O
é	O
DVD	O
mesmo	O
,	O
não	O
é	O
VCD	O
não.	O
--SENTENCE--	--SENTENCE--
Mídia	O
roxinha	O
!	O
--SENTENCE--	--SENTENCE--
-	O
Tá	O
completo	O
ne	O
?	O
--SENTENCE--	--SENTENCE--
Não	O
falta	O
cena	O
não	O
!	O
?	O
--SENTENCE--	--SENTENCE--
-	O
Completo	O
!	O
--SENTENCE--	--SENTENCE--
-	O
Beleza	O
então	O
,	O
se	O
a	O
qualidade	O
não	O
for	O
boa	O
eu	O
volto	O
aqui	O
amanhã	B-TEMPO_TEMPO_CALEND_DATA
e	O
troco.	O
--SENTENCE--	--SENTENCE--
-	O
Tranqüilo	O
,	O
tá	O
garantido.	O
--SENTENCE--	--SENTENCE--
E	O
tava	O
mesmo.	O
--SENTENCE--	--SENTENCE--
A	O
qualidade	O
realmente	O
era	O
perfeita	O
,	O
som	O
e	O
imagem	O
de	O
primeira	O
,	O
cartelas	O
e	O
intertítulos	O
em	O
inglês	O
!	O
--SENTENCE--	--SENTENCE--
Só	O
faltaram	O
os	O
créditos	O
finais.	O
--SENTENCE--	--SENTENCE--
Nessa	O
,	O
o	O
camelo	O
parou	O
pra	O
olhar	O
uma	O
conversa	O
meio	O
estranha	O
que	O
seu	O
companheiro	O
de	O
banca	O
travava	O
com	O
um	O
sujeito	O
meio	O
cara	O
de	O
PM	O
à	O
paisana.	O
--SENTENCE--	--SENTENCE--
Ficou	O
ali	O
,	O
meio	O
de	O
esguelha	O
,	O
prestando	O
atenção	O
,	O
e	O
eu	O
,	O
ao	O
lado	O
,	O
esperando	O
o	O
produto.	O
--SENTENCE--	--SENTENCE--
Parecia	O
que	O
a	O
conversa	O
alheia	O
fechava	O
alguma	O
combinação.	O
--SENTENCE--	--SENTENCE--
Cutuquei	O
:	O
--SENTENCE--	--SENTENCE--
-	O
E	O
aê	O
,	O
tem	O
o	O
Tropa	O
de	O
Elite	O
ou	O
não	O
?	O
--SENTENCE--	--SENTENCE--
-	O
perguntei	O
de	O
novo	O
,	O
querendo	O
sair	O
logo	O
pro	O
cinema.	O
--SENTENCE--	--SENTENCE--
-	O
Tem	O
sim.	O
--SENTENCE--	--SENTENCE--
Sai	O
um	O
Tropa	O
aí	O
-	O
disse	O
o	O
branquelo	O
pro	O
chapa.	O
--SENTENCE--	--SENTENCE--
O	O
comparsa	O
foi	O
lá	O
numa	O
bolsa	O
preta	O
e	O
pegou	O
lá	O
um	O
plástico	O
com	O
uma	O
folha	O
mal	O
impressa	O
que	O
trazia	O
Tropa	O
de	O
Elite	O
escrito	O
com	O
uma	O
fonte	O
meio	O
``	O
Linha	O
Direta	O
''	O
e	O
umas	O
fotos	O
não	O
identificáveis	O
que	O
deviam	O
reproduzir	O
cenas	O
do	O
filme.	O
--SENTENCE--	--SENTENCE--
Dentro	O
vinha	O
o	O
DVD	O
da	O
``	O
mídia	O
roxinha	O
''	O
,	O
abri	O
pra	O
constatar.	O
--SENTENCE--	--SENTENCE--
Me	O
entregou	O
logo	O
dizendo	O
:	O
--SENTENCE--	--SENTENCE--
-	O
Também	O
tem	O
aquele	O
ali	O
,	O
com	O
o	O
Lázaro	O
Ramos	O
,	O
``	O
Ó	B-OBRA_REPRODUZIDA_FILME
pái	I-OBRA_REPRODUZIDA_FILME
ó	I-OBRA_REPRODUZIDA_FILME
``	O
.	O
--SENTENCE--	--SENTENCE--
-	O
Ó	O
Paí	O
ó	O
,	O
to	O
ligado	O
,	O
esse	O
eu	O
já	O
vi	O
-	O
o	O
que	O
não	O
era	O
verdade	O
,	O
