id,title,subtitle,source_url,content,published_date,event_start_date,event_end_date
flup-59502,Seminário Aberto_ In Praise of Exile,20 de fevereiro | 14h00 | Sala de Reuniões,https://sigarra.up.pt/flup/pt/noticias_geral.ver_noticia?p_nr=59502,"<div><p>Confer&#234;ncia do Prof. Costica Bradatan (Texas Tech University / Univ. of Queensland) na FLUP.
<br>
<br>
ENTRADA LIVRE
<br>
<br>

<img src=""https://sigarra.up.pt/flup/pt/noticias_geral.noticias_cont?p_id=F-171590225/ILC_In%20Praise%20of%20Exile.jpg"">


</p>





</div>",2017-02-13,2017-02-20,2017-02-20
flup-59582,SEMINÁRIOS ABERTOS | Poesia Brasileira Contemporânea. Alguns aspectos metapoéticos,1. O Processo da Dessacralização da Poesia Brasileira Contemporânea,https://sigarra.up.pt/flup/pt/noticias_geral.ver_noticia?p_nr=59582,"<div><img src=""https://sigarra.up.pt/flup/pt/noticias_geral.noticias_cont?p_id=F1479739875/ILC_POESIA%20BRASILEIRA_sigarra.jpg"">
<br>
<br>
Entrada livre.







</div>",2017-02-13,2017-02-15,2017-02-15
fcup-21291,TiBE 2017 | Bio-logging,"Early registration deadline | March 27th, 2017",https://sigarra.up.pt/fcup/pt/noticias_geral.ver_noticia?p_nr=21291,"<div>
<img src=""https://sigarra.up.pt/fcup/pt/noticias_geral.noticias_cont?p_id=F-1471566453/TIBE.png""><br><br>TiBE, Trends in Biodiversity and Evolution, is an annual meeting organized by CIBIO-InBIO. In 2017, TiBE Bio-logging aims to attract a wide range of researchers who use animal-attached electronic devices to study aquatic, terrestrial and aerial species, and their habitats. The term 'bio-logging' is generally interpreted has encompassing not only logger-based technologies but also state-of-the-art telemetry applications.TiBE will have as key note speakers (1) Professor David Sims whose research focuses on the movement ecology of marine predators, notably the sharks, skates and rays, (2) Yuuki Watanabe which studies the ecology and physiology of marine predators in the polar region, (3) Dina Dechmann?s research focus on energetic constraints and ecological niche of animals, as well on the evolution of brain size, and (4) Marco Martins, responsible for the development of NMR micro coils, MEMS sensors and magnetoresistive sensitive elements. Further speakers to be confirmed.


<br>TiBE in general, aims to bring together senior researchers, post-graduate and graduate students working on the field of evolutionary biology to present and discuss relevant findings. Held in an informal but stimulating scientific atmosphere, these conferences provide an excellent opportunity for strong interaction and brainstorming between students and more experienced researchers.


&#160;


Click here to to see the programme


&#160;


IMPORTANT DATES


Early registration deadline: March 27th, 2017<br>Abstract submission deadline / Late registration deadline: May 31st, 2017<br><br><br><br><br>Divulgue os seus eventos e projetos&#160;| comunica@fc.up.pt
           







</div>",2017-02-13,2017-06-28,2017-06-30
feup-61910,"Provas de Doutoramento: ""Microbial bioelectrochemical remediation of chlorinated organics"" ",Provas de Doutoramento em Engenharia do Ambiente,https://sigarra.up.pt/feup/pt/noticias_geral.ver_noticia?p_nr=61910,"<div><strong>Requeridas por:<br></strong>
Patr&#237;cia Maria Oliveira da Silva Leit&#227;o
<br>
<br>
<strong>Data, Hora e Local<br></strong>
Dia 24 de fevereiro, &#224;s 10h00, na Sala de Atos, da Faculdade de Engenharia
<br>
<br>
<strong>Presidente do Juri<br></strong>
Doutor Fernando Francisco Machado Veloso Gomes, Professor Catedr&#225;tico da FEUP
<br>
<br>
<strong><strong>Vogais<br></strong></strong>
Doutor Tom Bosma, Researcher in Environmental Microbiology, Laboratory of Microbiology, Wageningen University, The Netherlands;
<br>
Doutor Federico Aulenta, Researcher, Water Research Institute (IRSA), National Research Council (CNR), Italy (Coorientador);
<br>
Doutora Cristina Maria Fernandes Delerue Alvim de Matos, Professora Coordenadora com Agrega&#231;&#227;o do Departamento de Engenharia Qu&#237;mica do Instituto Superior de Engenharia do Porto;
<br>
Doutor Ant&#243;nio Manuel Antunes Fi&#250;za, Professor Catedr&#225;tico do Departamento de Engenharia de Minas da Faculdade de Engenharia da Universidade do Porto.







</div>",2017-02-13,2017-02-24,2017-02-24
fbaup-13381,Exposição dos alunos finalistas de Artes Plásticas | Multimédia da FBAUP | 2º Momento,Casa das Artes | 11 fevereiro | 15h,https://sigarra.up.pt/fbaup/pt/noticias_geral.ver_noticia?p_nr=13381,"<div><em>""DO WE REALLY HAVE TO IMAGINE?""<br></em>


<p>Esta exposi&#231;&#227;o &#233; dedicada &#224; mem&#243;ria de Jean Pierre Cueto<br> This exhibition is dedicated to the memory of Jean Pierre Cueto</p>



<p>Inaugura&#231;&#227;o, S&#225;bado, 11 de fevereiro, &#224;s 15 h<br>Exposi&#231;&#227;o patente at&#233; 5 de mar&#231;o<br><br> Local: Casa das Artes<br> Rua Ruben A, n.&#186; 210<br> 4150-639 Porto<br> 2&#170; a 6&#170; das 10h00- 12h15 e 14h30-18h30 <br> S&#225;b. e Domingo das 14h30-18h30</p>
<p>Mais informa&#231;&#245;es: http://www.fba.up.pt/2017/&#8230;/10/do-we-really-have-to-imagine/</p>









</div>",2017-02-11,2017-02-11,2017-02-11
flup-59382,"Sessão de apresentação do livro ""Crescer a tocar na Orquestra Geração""",28 de fevereiro | 16h00 | Porto,https://sigarra.up.pt/flup/pt/noticias_geral.ver_noticia?p_nr=59382,"<div><img src=""https://sigarra.up.pt/flup/pt/noticias_geral.noticias_cont?p_id=F-81223795/Convite_OG%20Porto.jpg"">








</div>",2017-02-11,2017-02-28,2017-02-28
faup-34297,Espaços Comuns #3 com Luis Ferreira Alves e Pedro Leão Neto,"21 de Fevereiro de 2017, 18h00, sala de Atos - ULP",https://sigarra.up.pt/faup/pt/noticias_geral.ver_noticia?p_nr=34297,"<div><p>No &#226;mbito do 3&#186; Ciclo de Confer&#234;ncias Espa&#231;os Comuns da Universidade Lus&#243;fona do Porto (ULP), ser&#225; apresentado a 21 de Fevereiro de 2017, 18h00, na sala de Atos da ULP, o livro ""Fotografias em Obra de Eduardo Souto de Moura"" da autoria de Lu&#237;s Ferreira Alves.
<br>
<br>
A sess&#227;o vai contar com a participa&#231;&#227;o dos arquitectos Pedro Ramalho, Director do MIARQ ULP, e 
Pedro Le&#227;o Neto
, Professor na FAUP e coordenador do grupo de investiga&#231;&#227;o&#160;Centro de Comunica&#231;&#227;o e Representa&#231;&#227;o Espacial (CCRE) do CEAU FAUP, editor da publica&#231;&#227;o e da editora 
Scopio
.
<br>
<br>
A entrada &#233; livre.
<br>
<br>
+ info
<br>
www.ulp.pt<br><br>


<img src=""https://sigarra.up.pt/faup/pt/noticias_geral.noticias_cont?p_id=F-886412550/170210-Espacos-Comuns-700px.png"">
                                                                                                    

</p>





</div>",2017-02-10,,
fcup-21211,II Curso de Ilustração Científica da U.Porto | Biblioteca FCUP,16-18 e 23-25 Fevereiro 2017,https://sigarra.up.pt/fcup/pt/noticias_geral.ver_noticia?p_nr=21211,"<div><strong><br>Ilustra&#231;&#227;o Cient&#237;fica a Preto &amp; Branco | M&#211;DULO I - IC EM TOM CONT&#205;NUO: O DESENHO A GRAFITE</strong>
 
<br>
<br>
<strong>Local | Biblioteca da Faculdade de Ci&#234;ncias, Campo Alegre, Porto</strong>
<br>
<br>


A Universidade do Porto vai promover, em hor&#225;rio p&#243;s-laboral, mais um curso de ilustra&#231;&#227;o cient&#237;fica, desta vez dedicado &#224; ILUSTRA&#199;&#195;O A PRETO &amp; BRANCO. Neste contexto, ser&#227;o organizados quatro m&#243;dulos alusivos a quatro t&#233;cnicas diferentes - grafite, carv&#227;o, tinta-da-China e _scratchboard_.<br><br>HOR&#193;RIO P&#211;S-LABORAL |&#160;quintas e sextas das 18h &#224;s 21h&#160;| &#160;s&#225;bado entre as 9h e as 13h |&#160;Inscri&#231;&#245;es Aqui<br>




<img src=""https://sigarra.up.pt/fcup/pt/noticias_geral.noticias_cont?p_id=F-1385088463/1.png"">


Vista lateral de cr&#226;nio de texugo europeu, Francisca Cavaleiro | Legenda






<br>Os Cursos de Ilustra&#231;&#227;o Cient&#237;fica da Universidade do Porto (CICUP's) visam promover o exerc&#237;cio da Ilustra&#231;&#227;o Cient&#237;fica (IC) na Universidade do Porto, e ao mesmo tempo colmatar a falta de oferta formativa na &#225;rea, na regi&#227;o Norte de Portugal.


Dando continuidade a iniciativas anteriores neste mesmo &#226;mbito, os cursos destinam-se a toda a comunidade acad&#233;mica e tamb&#233;m ao p&#250;blico em geral, estando pensados de forma a funcionarem de modo independente,


pelo que a inscri&#231;&#227;o n&#227;o requer a frequ&#234;ncia de m&#243;dulos anteriores.


Ainda assim, integram um todo coerente, numa l&#243;gica de possibilitar uma aprendizagem continuada na &#225;rea a quem assim o deseje, dotando os participantes dos conhecimentos e compet&#234;ncias essenciais &#224; execu&#231;&#227;o de


uma ilustra&#231;&#227;o cient&#237;fica.


<br>
Participe!&#160;
<br>
<br>
<br>
<br>
<br>
<br>
Divulgue os seus eventos e projetos&#160;| 
comunica@fc.up.pt








</div>",2017-02-10,,
flup-59462,Contra os Filmes Filosofarem: Argumentos Estéticos e Metafilosóficos - MLAG RESEARCH SEMINAR,14 de fevereiro | 14h30 | Sala de Reuniões,https://sigarra.up.pt/flup/pt/noticias_geral.ver_noticia?p_nr=59462,"<div><img src=""https://sigarra.up.pt/flup/pt/noticias_geral.noticias_cont?p_id=F-291819969/Cartaz_MLAG%20Seminar_14Fev2017.jpg"">








</div>",2017-02-10,2017-02-14,2017-02-14
feup-61849,Provas Públicas das Dissertações do MIEQ,calendário,https://sigarra.up.pt/feup/pt/noticias_geral.ver_noticia?p_nr=61849,"<div><p>V&#227;o realizar-se de 13 a 17 de fevereiro de 2017 as ""Provas P&#250;blicas das Disserta&#231;&#245;es do MIEQ - 1&#186; semestre 2016/17.
<br>
Ver aqui 

calend&#225;rio


</p>





</div>",2017-02-10,,
feup-61889,Microsoft IoT Labs:  Registrations are open,14 de fevereiro | 09h00 - 18h00 | Sala B221  | FEUP,https://sigarra.up.pt/feup/pt/noticias_geral.ver_noticia?p_nr=61889,"<div><p>Microsoft was at Web Summit and on our booth we had IoT Labs running every day, for which you could register in advance. They were a *<strong>HUGE</strong>* success - registrations sold out in less than 4 hours!<br><br>So we set out to deliver new labs in Portugal.<br><br>Well, here they are!</p>


<p>The Porto edition will take place at FEUP with revised content to allow you to participate and try out IoT with Microsoft and Raspberry Pi 3!<br><br>
<img src=""https://sigarra.up.pt/feup/pt/noticias_geral.noticias_cont?p_id=F1231167257/Banner%20Microsoft.jpg""><br><br>::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::&#160;<br>Divulgue os seus eventos e projetos atrav&#233;s do e-mail:&#160;noticias@fe.up.pt. Saiba mais sobre os nossos servi&#231;os no&#160;site&#160;dos SICC.</p>








</div>",2017-02-10,2017-02-14,2017-02-14
fcnaup-10484,Resultados Provisórios | Concurso especial - estudante internacional 2017/2018 | Licenciatura em Ciências da Nutrição ,Resultados provisórios | 1.ª fase de candidaturas ,https://sigarra.up.pt/fcnaup/pt/noticias_geral.ver_noticia?p_nr=10484,"<div><p>Informam-se os interessados&#160;a lista de 

resultados provis&#243;rios
&#160;da seria&#231;&#227;o de candidaturas (1.&#170; fase) &#224; Licenciatura em Ci&#234;ncias da Nutri&#231;&#227;o.&#160;
<br>
<br>
A audi&#234;ncia pr&#233;via decorre entre 
<strong>13 de fevereiro e 24 de fevereiro.&#160;</strong>
<br>
Os resultados definitivos ser&#227;o divulgados no dia 
<strong>3</strong>
&#160;
<strong>de mar&#231;o.</strong>
&#160;
<br>
<br>
<strong>Para mais informa&#231;&#245;es:<br></strong>
E-mail: 
scalunos@fcna.up.pt
&#160;
<br>
Telefone:&#160;+351 225 074 320                                                                                                           

</p>





</div>",2017-02-10,,
fmdup-7306,FMDUP|Técnico Superior_Tempo indeterminado,Candidaturas até 17 de fevereiro,https://sigarra.up.pt/fmdup/pt/noticias_geral.ver_noticia?p_nr=7306,"<div><p>https://sigarra.up.pt/spup/pt/noticias_geral.ver_noticia?p_nr=28765

</p>





</div>",2017-02-10,,
feup-61869,FEUP Career Path - Chat Room PROCTER & GAMBLE ,15 de fevereiro | 14h30 às 15h30 | Sala B031 FEUP,https://sigarra.up.pt/feup/pt/noticias_geral.ver_noticia?p_nr=61869,"<div><p>No &#226;mbito do FEUP CAREER PATH (Programa de Recrutamento &amp; Carreira da FEUP) a Divis&#227;o de Coopera&#231;&#227;o convida os estudantes de 4&#186; e 5&#186; anos da FEUP a conhecer as oportunidades de emprego e de est&#225;gio da empresa&#160; Procter &amp; Gamble!<br><br>A Procter &amp; Gamble, multinacional americana, &#233; uma das maiores empresas mundiais de produtos de consumo, que v&#227;o desde produtos alimentares, produtos de higiene pessoal a produtos de limpeza e tratamento de roupa. Com cerca de 126 mil funcion&#225;rios em todo o mundo, a empresa est&#225; representada em 17 pa&#237;ses da Europa Ocidental.<br><br>Se quiser fazer parte desta equipa, participe nesta Chat Room!<br><br>Participa&#231;&#227;o gratuita mas com inscri&#231;&#227;o obrigat&#243;ria. Poder&#225; submeter o seu registo aqui<br><br>::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::&#160;<br>Divulgue os seus eventos e projetos atrav&#233;s do e-mail:&#160;noticias@fe.up.pt. Saiba mais sobre os nossos servi&#231;os no&#160;site&#160;dos SICC.</p>
  







</div>",2017-02-10,2017-02-15,2017-02-15
spup-28765,FMDUP|Técnico Superior_Tempo indeterminado,Candidaturas até 17 de fevereiro,https://sigarra.up.pt/spup/pt/noticias_geral.ver_noticia?p_nr=28765,"<div><p>Nos termos previstos do artigo 147&#186; do C&#243;digo do Trabalho, aprovado pela Lei n&#186; 7/2009, de 12 de fevereiro, torna-se p&#250;blico que se aceitam candidaturas &#224; admiss&#227;o de um T&#233;cnico Superior, em regime de contrato de trabalho por tempo indeterminado, para a Faculdade de Medicina Dent&#225;ria da Universidade do Porto.
<br>
<br>
O per&#237;odo normal de trabalho semanal &#233; de quarenta horas, de segunda a sexta-feira. 
<br>
A remunera&#231;&#227;o ser&#225; a acertar conforme os valores aplic&#225;veis aos T&#233;cnicos Superiores e constantes da Tabela Remunerat&#243;ria do Regulamento de Contratos da Universidade do Porto, acrescida do subs&#237;dio de refei&#231;&#227;o.
<br>
<br>
1. Poder&#227;o candidatar-se todos os indiv&#237;duos maiores, possuidores dos seguintes requisitos m&#237;nimos:
<br>
a)&#160;&#160; &#160;Habilita&#231;&#245;es liter&#225;rias - Licenciatura ou Mestrado Integrado em &#225;reas das Ci&#234;ncias da Vida, nomeadamente, Microbiologia, Bioengenharia, Biotecnologia ou &#225;reas afins;
<br>
b)&#160;&#160; &#160;Experi&#234;ncia em estudos de biocompatibilidade microbiol&#243;gica, celular e tecidual;
<br>
c)&#160;&#160; &#160;Experi&#234;ncia em t&#233;cnicas de cultura de c&#233;lulas procarioticas e eurati&#243;ticas, t&#233;cnicas de biologia molecular e celular e t&#233;cnicas de caracteriza&#231;&#227;o micr&#243;scopica;
<br>
d)&#160;&#160; &#160;Capacidade de gest&#227;o laboratorial, dinamismo e iniciativa, sentido de responsabilidade e organiza&#231;&#227;o e m&#233;todo;
<br>
e)&#160;&#160; &#160;Flu&#234;ncia da l&#237;ngua inglesa (oral e escrita);
<br>
f)&#160;&#160; &#160;Disponibilidade imediata.
<br>
<br>
Condi&#231;&#245;es de prefer&#234;ncia
<br>
a)&#160;&#160; &#160;Forma&#231;&#227;o complementar relevante para as fun&#231;&#245;es a exercer, comprovada documentalmente;
<br>
b)&#160;&#160; &#160;Experi&#234;ncia superior a 5 anos, nos requisitos b) e c) do n.&#186; 1, com &#234;nfase em biomateriais, e biomol&#233;culas, com relev&#226;ncia em Medicina Dent&#225;ria;
<br>
c)&#160;&#160; &#160;Capacidade de organiza&#231;&#227;o e integra&#231;&#227;o em equipas de trabalho;
<br>
d)&#160;&#160; &#160;Facilidade de comunica&#231;&#227;o e relacionamento interpessoal.
<br>
<br>
2. Fun&#231;&#245;es a desempenhar: 
<br>
a)&#160;&#160; &#160;Organiza&#231;&#227;o e gest&#227;o do funcionamento do funcionamento de um laborat&#243;rio de investiga&#231;&#227;o em biocompatibilidade microbiol&#243;gica, celular e tecidual;
<br>
b)&#160;&#160; &#160;Organiza&#231;&#227;o e planeamento da parte experimental dos estudos a desenvolver;
<br>
c)&#160;&#160; &#160;Integra&#231;&#227;o dos estudantes de p&#243;s-gradua&#231;&#227;o e investigadores na din&#226;mica de investiga&#231;&#227;o do laborat&#243;rio;
<br>
d)&#160;&#160; &#160;Execu&#231;&#227;o t&#233;cnica de trabalho experimental;
<br>
e)&#160;&#160; &#160;Ter um papel ativo na interpreta&#231;&#227;o e discuss&#227;o de resultados;
<br>
f)&#160;&#160; &#160;Ter um papel din&#226;mico em estrat&#233;gias para melhorar os indicadores cient&#237;ficos do laborat&#243;rio.
<br>
<br>
3. As candidaturas dever&#227;o ser dirigidas ao Diretor da Faculdade de Medicina Dent&#225;ria, e enviadas para a Unidade de Planeamento, Contra&#231;&#227;o e Desenvolvimento do Centro de Recursos e Servi&#231;os Comuns da Universidade do Porto, atrav&#233;s do endere&#231;o eletr&#243;nico candidaturasrh@sp.up.pt, com refer&#234;ncia ao assunto &#8220;FMDUP_TS&#8221;, at&#233; ao pr&#243;ximo dia 17 de fevereiro de 2017, acompanhadas da seguinte documenta&#231;&#227;o de apresenta&#231;&#227;o obrigat&#243;ria:
<br>
a.&#160;&#160; &#160;Curriculum vitae; 
<br>
b.&#160;&#160; &#160;C&#243;pia do certificado das habilita&#231;&#245;es exigidas; 
<br>
c.&#160;&#160; &#160;Documento(s) comprovativo(s) da experi&#234;ncia profissional; 
<br>
d.&#160;&#160; &#160;Quaisquer documentos que os candidatos entendam ser relevantes para aprecia&#231;&#227;o do seu m&#233;rito. 
<br>
<br>
4. A n&#227;o apresenta&#231;&#227;o dos documentos solicitados implica a exclus&#227;o do processo de sele&#231;&#227;o.
<br>
<br>
5. A sele&#231;&#227;o seja feita por entrevista a realizar aos candidatos que obtenham na avalia&#231;&#227;o curricular uma pontua&#231;&#227;o igual ou superior a 45 pontos.
<br>
<br>
6. Em cumprimento da al&#237;nea h) do artigo 9&#186; da Constitui&#231;&#227;o, a Administra&#231;&#227;o P&#250;blica, enquanto entidade empregadora, promove ativamente uma pol&#237;tica de igualdade de oportunidades entre homens e mulheres no acesso ao emprego e na progress&#227;o profissional, providenciando escrupulosamente no sentido de evitar toda e qualquer forma de discrimina&#231;&#227;o.
<br>
<br>
7. Esta iniciativa tem um car&#225;cter explorat&#243;rio e n&#227;o gera compromisso algum com eventuais interessados.
<br>
<br>
<br>
Universidade do Porto, 10 de fevereiro de 2017
<br>
<br>
O DIRETOR DA FACULDADE DE MEDICINA DENT&#193;RIA
<br>
Professor Doutor Miguel Pinto

</p>





</div>",2017-02-10,2017-02-10,2017-02-18
fcup-21231,Woman Who Tech | One of the ten finalists | Teacher at FCUP,Women Startup Challenge VR and AI,https://sigarra.up.pt/fcup/pt/noticias_geral.ver_noticia?p_nr=21231,"<div><br>
10 inspiring women-led startups are the finalists of the 
Women Startup Challenge VR and AI
. They will pitch their innovative and disruptive ventures to a panel of investors on February 15, 2017 at Google in New York City. 
<br>
<br>
<strong>On these following three questions, Veronica Orvalho, teacher at FCUP, with the project DIDIMO,&#160;replied:</strong>
<br>


<strong>How was the selection process&#160;for you to&#160;become one of the ten finalists of&#160;Women Startup Challenge VR and AI?</strong>


The process itself was simple, we just had to complete an online form. However, that simplicity and the fact that we only had an online form to share our vision on how we will change the world was the challenge, as it lacked the face-to-face communication. I strongly believe that the key was on being able to express and transmit ""why"" we created Didimo. The digital medium struggles to engender trust and empathy as there is no true personal connection. We want to fundamentally change how people interact with software and apps in the digital world, by creating a digital version of a person from a single photo.


<strong>Do you think you can win this challenge?</strong>


Oh! for this I have no answer, I wish I could predict the future.&#160;


I hope we do win, we have been working hard towards that goal. But, in any case being one of the 10 selected from the many many many applicants is already an incredible achievement. When you get into the adventure of setting up a startup, you have to treasure, value and celebrate every small progress, being a finalist for Women Who Tech is a big win and unique experience.&#160;


The other women presenting are fantastic, I already have a few from which I am fan :), I admire their work, their vision and how they also want to change the world, each one has a memorable story to tell.&#160;


So we will see on the 15th.


<strong><strong>If you win this challenge, how will you spend your prize? <br></strong></strong>


That I have very clear, we will do 3 things. First, we will continue investing in our product development. Second, we will dedicate it to strength our go-to-market strategy. And third and most important, we want to share with the women in the world the opportunity we have been given by Women Who Tech, so we will assign part of the prize to create a competition for women developers. In this competition we will open a call where any women it doesn't matter the age or background will have to define a project idea where Didimo's technology can be use. The winner will receive support for the implementation of their idea.&#160;


I haven't thought of all the details, but for sure the goal is to give back and inspire other women to create wonderful things!


<strong><br>See&#160;the project of Ver&#243;nica Orvalho, DIDIMO<br><br>
<img src=""https://sigarra.up.pt/fcup/pt/noticias_geral.noticias_cont?p_id=F-465960257/DIDIMO.png""><br><br><br><br><br></strong>
Divulgue os seus eventos e projetos&#160;| 
comunica@fc.up.pt
 
<strong><br></strong>
                                







</div>",2017-02-10,,
fmup-34214,Prova de Doutoramento em Ciências Cardiovasculares | Mestre Mohamed Alaa Abdul Aziz Omar,Dia 17 de fevereiro de 2017 | 14.00 horas | Aula Magna,https://sigarra.up.pt/fmup/pt/noticias_geral.ver_noticia?p_nr=34214,"<div><p>Disserta&#231;&#227;o subordinada ao t&#237;tulo: 
<br>
<strong>""Contemporary Updates on Pulmonary Hypertension-Induced Right Ventricular Failure""</strong>
<br>
<br>
<strong>Presidente do J&#250;ri:</strong>
 
<br>
Jos&#233; Manuel Amarante - Faculdade de Medicina da Universidade do Porto 
<br>
<br>
<strong>Arguentes:</strong>
 
<br>
Jorge Manuel Nunes Correia Pinto &#160;- Escola de Ci&#234;ncias da Sa&#250;de da Universidade do Minho&#160;
<br>
Jos&#233; Miguel Gomes Moreira P&#234;go - Escola de Ci&#234;ncias da Sa&#250;de da Universidade do Minho
<br>
<br>


Cartaz da Prova
<br>


Edital de J&#250;ri


</p>





</div>",2017-02-10,2017-02-17,2017-02-17
fpceup-33057,Educação Contínua | Próximos cursos de especialização,Cursos nas áreas da Psicologia de Reabilitação Psicossocial e da Saúde Mental e Comportamento Desviante,https://sigarra.up.pt/fpceup/pt/noticias_geral.ver_noticia?p_nr=33057,"<div><h3>Interven&#231;&#227;o em crise, cat&#225;strofe e trauma psicol&#243;gico</h3>


<strong>Curso de especializa&#231;&#227;o (creditado com 32 ECTS)</strong>
<br>
<br>
Recorrendo a abordagens no &#226;mbito da Psicologia e das Ci&#234;ncias Sociais e do Comportamento, o curso pretende contribuir, numa perspetiva social e comunit&#225;ria, para a melhoria na efic&#225;cia profissional dos seus participantes, a n&#237;vel cient&#237;fico, t&#233;cnico e deontol&#243;gico, sobretudo nos profissionais que interv&#234;m no terreno ou est&#227;o de alguma forma ligados ao contexto de socorro, gest&#227;o de incidentes cr&#237;ticos, desastres ou cat&#225;strofes. 
<br>
<br>
O curso funciona em regime p&#243;s laboral e as candidaturas est&#227;o abertas at&#233; 20 de&#160;fevereiro.
<br>
<br>
Consultar toda a&#160;informa&#231;&#227;o 
<strong>aqui</strong>
.&#160; 
<br>
<br>
<br>


<h3>Redu&#231;&#227;o de riscos associada aos fen&#243;menos do uso de drogas e do trabalho sexual: Ferramentas para a compreens&#227;o e para a a&#231;&#227;o</h3>


<strong>Curso de especializa&#231;&#227;o (creditado com 30 ECTS)</strong>
<br>
<br>
 Oportunidade de especializa&#231;&#227;o para profissionais que desejam aperfei&#231;oar as suas compet&#234;ncias e capacitar-se para realizar o seu trabalho de forma mais eficaz e fundamentada nas pr&#225;ticas associadas &#224; redu&#231;&#227;o de riscos no &#226;mbito do uso de drogas e do trabalho sexual; curso com in&#250;meros convidados nacionais e internacionais oriundos de diversas &#225;reas do saber, desde a &#233;tica, ao direito, &#224; medicina, enfermagem, &#224; psicologia, &#224; sa&#250;de p&#250;blica e &#224;s ci&#234;ncias pol&#237;ticas. 
<br>
<br>
O curso funciona em regime p&#243;s laboral e as candidaturas est&#227;o abertas at&#233; 15 de mar&#231;o.
<br>
<br>
Consultar toda a&#160;informa&#231;&#227;o 
<strong>aqui</strong>
.
<br>
<br>
<br>


<h3><strong>Mais informa&#231;&#245;es</strong></h3>

SEC - Servi&#231;o de Educa&#231;&#227;o Cont&#237;nua 
<br>
Faculdade de Psicologia e de Ci&#234;ncias da Educa&#231;&#227;o da Universidade do Porto 
<br>
Rua Alfredo Allen 
<br>
4200-135 Porto 
<br>
T. | 22 606 18 90 
<br>
E. | sec@fpce.up.pt 
<br>
W. | 
sec.fpce.up.pt/secpt/
 
<br>
F. | 
facebook.com/sec.fpceup
                     







</div>",2017-02-10,,
fcup-21251,Exposição 'A ciência numa ilustração' irá prolongar-se até 30 junho 2017 | Biblioteca da FCUP,A ciência numa ilustração | Ilustrar para comunicar/divulgar ciência,https://sigarra.up.pt/fcup/pt/noticias_geral.ver_noticia?p_nr=21251,"<div><p>A exposi&#231;&#227;o est&#225; patente na Biblioteca desde 11 de mar&#231;o e ir&#225; prolongar-se at&#233; ao dia 30 de&#160;junho de 2017, de<br>segunda a sexta, das 9h &#224;s 20h00.<br><br>
<img src=""https://sigarra.up.pt/fcup/pt/noticias_geral.noticias_cont?p_id=F-30346917/Ci%C3%AAncia%20numa%20Ilustra%C3%A7%C3%A3o.png""><br><br>A exposi&#231;&#227;o, &#8216;A Ci&#234;ncia numa Ilustra&#231;&#227;o &#8211; Ilustrar para Comunicar/Divulgar Ci&#234;ncia&#8217;, pretende sensibilizar para o importante papel da Ilustra&#231;&#227;o Cient&#237;fica na edifica&#231;&#227;o da sociedade do conhecimento. Para al&#233;m da revisita&#231;&#227;o hist&#243;rica da Ilustra&#231;&#227;o Cient&#237;fica, s&#227;o apresentadas ilustra&#231;&#245;es realizadas em diferentes t&#233;cnicas, modelos cient&#237;ficos &#8211; ilustra&#231;&#245;es cient&#237;ficas tridimensionais &#8211; usados em diferentes &#225;reas cient&#237;ficas, e v&#225;rios exemplos de como a Ilustra&#231;&#227;o Cient&#237;fica marca presen&#231;a no nosso quotidiano. O visitante ter&#225; ainda a oportunidade de observar ilustra&#231;&#245;es cient&#237;ficas em livro antigo do atual acervo da Biblioteca da Faculdade de Ci&#234;ncias da presen&#231;a no nosso quotidiano.<br><br>A exposi&#231;&#227;o vai integrar o Workshop do II Encontro em Ensino e Divulga&#231;&#227;o das Ci&#234;ncias da FCUP: A Ilustra&#231;&#227;o Cient&#237;fica no Ensino das Ci&#234;ncias (Francisca Cavaleiro, Lu&#237;s Calafate, Cristiana Vieira, C&#233;lia Cruz, Isabel Tavares, Maria Jo&#227;o Santos).<br><br>Coordenadores Cient&#237;ficos: Francisca Cavaleiro (FCUP &amp; CIIMAR), Cristiana Vieira (MHNC - UP), Lu&#237;s Calafate (FCUP), Maria Jo&#227;o Santos (FCUP &amp; CIIMAR).<br><br>Colaboradores: Isabel Tavares (MHNC - UP), C&#233;lia Cruz (Biblioteca da FCUP) e Vitor Silva (Reitoria da Universidade do Porto).</p>


<p><br><br><br>Divulgue os seus eventos e projetos&#160;| comunica@fc.up.pt <br><br></p>








</div>",2017-02-10,,
